Heating system final,
Electricity-Heat pump water,20
Electricity-Performance boiler,20
Natural gas-Performance boiler,20
Natural gas-Standard boiler,20
Oil fuel-Performance boiler,20
Oil fuel-Standard boiler,20
Wood fuel-Performance boiler,20
Wood fuel-Standard boiler,20
Electricity-Heat pump air,20
