Heating system final,
Electricity-Heat pump water,1625
Electricity-Heat pump air,1000
Electricity-Performance boiler,450
Natural gas-Performance boiler,750
Natural gas-Collective boiler,750
Oil fuel-Performance boiler,1063
Oil fuel-Collective boiler,1063
Wood fuel-Performance boiler,1563
Heating-District heating,188
