Housing type,Energy,Heating system,DPE,Wall,Floor,Roof,Windows,Efficiency,clusters,Weight
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,0.3,2.5,3.0,0.6,2,0.11028544468034913
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.2,0.3,0.2,1.3,0.76,0,0.9728453364817001
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.2,0.5,0.2,1.3,0.76,1,0.02715466351829988
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.4,0.3,0.2,2.6,0.76,1,0.43550009515265203
Single-family,Wood fuel,Wood fuel-Standard boiler,C,0.4,0.3,0.2,2.6,0.6,0,0.26270287904738604
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.2,0.3,0.2,2.6,0.76,4,0.2578908735013457
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.4,0.3,0.5,2.6,0.76,3,0.02851860914009189
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.2,2.0,0.2,2.6,0.76,2,0.015387543158524319
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,0.5,0.3,2.6,0.6,1,0.4218018355497284
Single-family,Wood fuel,Wood fuel-Performance boiler,D,1.0,0.9,0.3,2.6,0.76,0,0.2624555160142349
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.4,2.0,0.3,2.6,0.6,2,0.18622401198726354
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,0.9,0.3,4.3,0.6,4,0.1149091590185428
Single-family,Wood fuel,Wood fuel-Performance boiler,D,0.4,0.3,2.5,2.6,0.76,3,0.01460947743023038
Single-family,Wood fuel,Wood fuel-Performance boiler,E,2.5,0.3,0.3,2.6,0.76,1,0.3601226322128545
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,2.0,0.3,2.6,0.6,0,0.2541333625314793
Single-family,Wood fuel,Wood fuel-Performance boiler,E,0.5,0.9,2.5,2.6,0.76,3,0.17759772254461842
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,0.5,0.5,4.3,0.6,2,0.12252271980729224
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,2.0,0.3,4.3,0.6,4,0.08562356290375561
Single-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,0.9,0.3,2.6,0.6,1,0.45136569070544313
Single-family,Wood fuel,Wood fuel-Performance boiler,F,2.5,2.0,0.3,3.0,0.76,0,0.2613480055020633
Single-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,0.5,0.3,4.3,0.6,2,0.11505207309884063
Single-family,Wood fuel,Wood fuel-Standard boiler,F,1.0,0.9,2.5,3.0,0.6,3,0.09805462762821772
Single-family,Wood fuel,Wood fuel-Performance boiler,F,2.5,0.5,2.5,3.0,0.76,4,0.07417960306543525
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,0.3,2.5,3.0,0.6,3,0.27884900622960546
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,2.5,3.0,0.6,2,0.22841886680510234
Single-family,Wood fuel,Wood fuel-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,0,0.17739543162266388
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,0.3,4.3,0.6,1,0.17413230495401957
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,0.5,2.6,0.6,4,0.1412043903886087
