2014,7
2015,14.5
2016,22
2017,30.5
2018,44.6
2019,44.6
2020,44.6
2021,44.6
2022,44.6
2023,44.6
2024,44.6
2025,44.6
2026,44.6
2027,44.6
2028,44.6
2029,44.6
2030,50
2031,56.4
2032,62.8
2033,69.2
2034,75.6
2035,82
2036,82.6
2037,83.2
2038,83.8
2039,84.4
2040,85
2041,94
2042,103
2043,112
2044,121
2045,130
2046,136
2047,142
2048,148
2049,154
2050,160
2051,160
2052,160
2053,160
2054,160
2055,160
2056,160
2057,160
2058,160
2059,160
2060,160
2061,160
2062,160
2063,160
2064,160
2065,160
2066,160
2067,160
2068,160
2069,160
2070,160
2071,160
2072,160
2073,160
2074,160
2075,160
2076,160
2077,160
2078,160
2079,160
2080,160
