,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
d1,0.007906257363149649,0.007906257363149649,0.04550843289734843,0.04833073134995374,0.04861663607195599,0.05023376190423186,0.05023376190423186,0.05023376190423186,0.05023376190423186,0.047525986401092624,0.048083317024365795,0.048083317024365795,0.048083317024365795,0.048083317024365795,0.07656895627969736,0.10524151130645017,0.10524151130645017,0.10524151130645017,0.18260716680464706,0.24613070222747702,0.24613070222747702,0.3817494224371544,0.343887800633909,0.6314461346106262,0.7243200734956718,0.7243200734956718,0.7574131441433045,0.7574131441433045,0.7574131441433045,0.9044600565767621,0.9044600565767621,1.0536482470947677,1.0606339591049456,1.0606339591049456,1.1075097308497706,1.080523879985445,1.0648103431952944,1.0594405939501461,0.980868367404079,0.8675145746841602,0.9254456249359857,0.7714154033393579,0.7378940149833758,0.6830243659936793,0.8894513303046184,1.2007544659793619,1.117439064305879,1.1256682267058824,1.1444427020326495,1.1734359442798803
d2,0.16888459936366473,0.17233800818796718,0.43316515950604073,0.43316515950604073,0.4536040309578653,0.4773358375360626,0.4751034769845539,0.47021851022109634,0.46343092421248716,0.3441150761845075,0.3476273531997864,0.3487559285951221,0.3487559285951221,0.3487559285951221,0.41111075356887117,0.43299949769735396,0.4581260811598961,0.5189694772311979,0.7728227464463653,1.0322718956787114,1.0322718956787114,1.3646179330463626,1.0369534876546698,1.6418188726794,1.919478817285397,1.892572270671272,2.110237905309869,2.110237905309869,2.110237905309869,2.5133915110369633,2.514416983322377,2.9294533854002434,3.0078360231461683,3.0078360231461683,3.0252876468462966,2.9914810060607233,2.9560660913267363,2.8816505470655187,2.9022074609427855,2.6391873140258038,2.827812161961745,2.4661329582324942,2.444220048440389,2.3376324625995735,2.874435435432714,3.3318039811852813,3.1109019082558143,3.1950361280451958,3.2246460963892547,3.1952840869811943
d3,0.2917839881903705,0.29717637810452013,0.8567473489334936,0.8567473489334936,0.8662633099049324,0.9321849522083497,0.9321849522083497,0.9321849522083497,0.9404950981438088,0.777838680709696,0.7930071926226833,0.7956693018826725,0.8208953696319097,0.8255223439313544,0.9918071766231918,1.0260511592344328,1.1075510482452315,1.1756869465749917,1.5799213291429366,1.8279504408618017,1.83105441784953,2.12516029246171,1.7994254132755474,2.779178456227722,3.0012744260040343,3.000496051095993,3.4431237914690094,3.4431237914690094,3.462022376142425,4.203869782089031,4.203869782089031,4.430591123215554,4.4816215213967325,4.506564169561378,4.567778932728685,4.514364031465972,4.472278291986233,4.365773571599557,4.722225942691386,4.553316361086651,4.840736374884625,4.353953889662006,4.303673589818525,3.836732722200887,4.45856546007108,4.959415339910166,4.643220982846702,4.719216912489067,4.886839431761883,4.8288573258352105
d4,0.5263597402741942,0.5357195079087088,1.4924568550810755,1.5004710315708367,1.5338007831039804,1.684478251550592,1.674968537805575,1.674968537805575,1.6805602440961735,1.5488174536116048,1.577940418685661,1.5956521067029463,1.648998583269135,1.6404247740665328,1.8818099445437746,1.9666392572824656,2.1040553874989865,2.209491173366034,2.8003025802062638,3.1062632718386283,3.1062632718386283,3.5666133814335717,2.6212506764467296,4.253433344278551,4.578687299564126,4.6119247422632474,5.151070157040181,5.154621717711499,5.179356712681803,6.146332669356499,6.151947843705032,6.592436378387031,6.70192476662285,6.7284726716414385,6.646624835604171,6.62967051667837,6.504050623864896,6.307241311335852,6.7946969686307215,6.666044808913718,6.979921497926348,6.590437405789055,6.486242384511252,5.672432553595525,6.33852766661851,6.804161034557605,6.1817080335625505,6.411925591588243,6.5435804902334915,6.466412233418222
d5,0.7944894773979061,0.7979442041312099,1.9257375887141714,1.9402624396982802,2.063514434078597,2.276972634564354,2.26774019548964,2.2691794430341767,2.2916540289659735,2.0645911622179747,2.0974588772315856,2.0974588772315856,2.1308988294445146,2.132157808518823,2.4506013163615266,2.5196354831281162,2.7571370934838577,2.871165207015432,3.6412356060424003,4.036596420218096,4.066786005401801,4.525246911316244,3.441506422722826,5.151765148534593,5.617068204349649,5.546016225359404,6.281699018014686,6.281699018014686,6.374177627063628,7.339452940284513,7.285470601552632,7.826563725742732,8.05260564768039,8.113448532548171,8.080647204964851,8.047706696808275,7.8402336132245445,7.600108702123778,8.294470961726185,8.326129065894065,8.762184174648718,8.318113719166409,8.105234626290406,7.450182595017144,8.214114744073282,8.87237814583443,8.186399727568483,8.857054723997798,9.040682792870198,8.989346466182209
d6,1.0751622179264402,1.091319275340182,2.5039610771772853,2.5039610771772853,2.52951631527566,2.885914345608133,2.8773176473888453,2.883749736146222,2.879184530211765,2.6712875008642194,2.769675554394224,2.771044673223779,2.8065903689370924,2.794732710842087,3.188645347283523,3.354705505849908,3.664768274571518,3.7596068088175665,4.632925041328159,5.242766650853067,5.261007411491423,5.758824673441151,4.428886153732431,6.3447141025710145,6.743489384503147,6.624694122415618,7.527591586984534,7.530668530207541,7.584982878331345,8.647942754679413,8.655387380104449,9.216711841242148,9.432198680712956,9.497997391616492,9.478465199141333,9.480559470784982,9.121980770111247,8.79939006577497,9.681672192582063,9.566653130981093,10.00545113555084,9.546665399713664,9.342165237922648,8.931041977672036,9.946810555621383,10.63896580350874,10.007756646458141,10.661692762761076,10.899252661957453,10.864026071826721
d7,1.446290899812202,1.4253974712488864,3.1104919576507544,3.111599996294643,3.3215253167338967,3.715222440223498,3.693210120904918,3.6847529135538637,3.6989990069065968,3.4842799500240336,3.538386880810221,3.6542237624054423,3.8407780725376863,3.8392467261246908,4.121328358533211,4.303141396220025,4.644705903183637,4.893596464791326,5.945209661787281,6.610123591770848,6.402799080805313,7.071228105870685,5.593342184503027,7.564147738531142,8.201889013445989,7.996054171200697,8.979058914155372,8.979058914155372,9.076536843883142,10.37466080696877,10.288078223462243,10.937369269118534,11.30214331261727,11.43806632212582,11.415866880168,11.183937506727737,10.784234719521738,10.335111226750682,11.288688389689636,11.310946691108139,11.868793574492802,11.29113624808647,11.058705728144568,10.517622139658693,11.428655088806526,12.313040207255483,11.635316564181807,12.363034670393917,12.655874291426983,12.969621769830102
d8,2.0509438767061283,2.175712420758134,4.007051222145,4.007323263947678,4.240465090770953,4.819217367242221,4.778812163031357,4.800055787207547,4.847973151844768,4.552345936412827,4.729603959455114,4.6054106006851585,4.712257003651495,4.789120270352168,5.195737133772875,5.496930064746768,5.933025036930975,6.207661385122038,7.264298530761508,8.005289411338792,7.965187813480457,8.883497165677325,7.438233077090153,9.907211257975938,10.64072914484208,10.319654127657316,11.529395019999614,11.517750434350507,11.646889641062044,12.924857062512658,12.856606477301609,13.94683160307701,13.997323921821668,14.024642213926075,13.802731993968804,13.864913733695193,13.462408175562473,13.018545655033561,14.975310807395502,14.295736141227747,15.038997698093812,13.981994124178556,13.78699250416803,13.106107168909103,14.2330868454144,15.204727226408252,14.28614185680319,15.33084839819024,15.81605853244062,16.266153123946193
d9,2.991330208063081,2.9307118595390054,4.986487760044085,4.992192265463419,5.166606580449336,5.926271863639518,5.882479108906224,5.8757759763792725,5.892001841046539,5.711731724304644,5.808621525104908,6.110221021996581,6.32225973318555,6.259166194329942,6.000422858788911,6.176557578480914,6.434315803267331,7.383915350189226,8.678352382316685,8.907000981085218,9.072387740379723,10.686779423973833,9.787796124939298,13.826763554499562,14.394844772453178,13.625413858148722,15.481955984759146,15.633823408308666,15.642064342950029,17.458351080422926,17.4749407865861,17.716980718714275,18.389600123625296,19.168010701675005,18.894320246301135,18.90436516579979,18.74317128396293,17.886089665409873,18.012062797571755,18.191097840726485,18.735022526580817,17.125984559795125,17.024638111823155,15.2722507218804,15.85339192407323,17.092985374588082,16.178847732461648,17.46367062753642,18.12328055692125,18.751623114248957
d10,5.31777037413759,5.016673069188377,7.803175197230472,7.941484833513825,8.308070129003378,9.449431927109675,9.34709435412786,9.470451584553254,9.706637177033635,9.45817547533038,9.880302993262827,10.192336897971243,10.547962788256772,10.07489719743495,10.73489654788606,11.180746710264687,12.34903441646916,13.933432266060198,15.947135301125053,16.35175310220677,16.421133191048288,19.290644455916016,18.18524324653048,23.280537328507375,24.09504362518278,22.63040230836461,24.68485959321508,24.405436930647763,24.080789014844132,27.0817806168249,28.37516449808504,29.280618407676457,31.089437618541105,32.217975062090396,31.389938773667048,31.390914882735583,30.582038430466078,29.02763247883456,29.503406226107963,29.79577974608139,30.409625726616795,27.355685197159808,27.608425154418683,25.60846657476589,27.145991170820437,29.45597768842241,26.45631609721248,28.0805609774202,29.21994341876049,28.910042492015943
