,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382359406560866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465207656271758,0.0,0.0,1.4905073346047004,0.0,0.0,7.986441488733188,0.0,15.702954172496266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2279461524761999,0.5856717681886074,0.0,0.0,0.0,4.455663939813327,0.0,0.0,0.0,0.0,0.0,0.07889337422308884,0.0,0.21600282555693084
d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.405668616365659,0.0,0.0,0.016926289023604824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8640735399232717,0.0,0.14037297465970155,0.20098243853734132,5.077065384303346,1.8463358081997114,0.0,3.5868043512551893,0.0,0.0,18.289459267529473,0.6153042876372119,37.39114389796988,0.0,0.0,5.552598076897976,0.0,0.0,2.0260832626750442,0.0,0.0,0.0,5.188054321706414,5.323384965639388,0.6254795989169786,0.0,0.0765696639186757,15.309366298696137,0.0,0.0,0.0,0.0,0.4208937233176009,3.8293043518065453,0.0,6.352355956207873
d3,0.0,0.0,0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0,0.4467566183621834,0.0,0.0,0.0,0.0,0.41289281740407446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.711940053436848,0.0,0.0,1.0732752902780582,0.0,0.0,0.0,0.0,0.0,0.0007450725007913661,0.0,0.0,1.789579343806821,0.06869781342644998,0.9598633205169627,1.3308494401726882,8.775450380706438,4.204420532219508,0.0,5.348334611694579,0.0,0.0,31.889870605467156,1.8360436567977487,59.15324856992341,0.0,0.0,10.473464803004521,0.5597088952964668,1.1886642862268886,4.774903692132465,0.0,0.0,0.3373247695512198,7.996644956847444,8.331362771442109,1.4215464844575187,0.0,1.3081570846989088,19.58494526961171,0.7081073413743404,0.0,0.0,0.5926883627813666,1.1577075483992658,7.290003625899853,0.0,13.53579400899148
d4,0.0,0.0,0.5284818582800135,0.0,0.0,0.0,0.0,0.0,0.0,2.206168940266707,0.0,0.0,0.0,0.0,0.808405473476892,0.0,0.0,0.5916432537202034,0.0,0.0,0.0,0.0,18.75415945008234,0.0,0.0,3.136714572780079,0.0,0.0,0.0,0.0,0.4053760367889794,0.6513425094739347,0.38130484911171436,0.0,3.3257140493223893,0.5703489022519221,1.948356602293856,2.8123930796554824,11.601659602597863,5.949826433287001,0.0,7.985098383563134,0.0,0.0,46.70154081768294,3.3952690784364137,77.89791642472854,0.0,0.0,13.785256811029743,1.1934142232529013,3.506667396626984,9.227084630067903,0.0,0.0,1.2847416507618021,10.806762923617235,10.453058693385696,3.3760108015720682,0.0,4.888276455069384,27.059957875845758,1.257549781593088,0.0,0.0,1.2567283767288586,2.4065871829475007,10.672842308909669,0.0,17.521625670396723
d5,0.0,0.0,1.4590722534596132,0.0,0.0,0.0,0.0,0.0,0.0,3.6852569001476887,0.0,0.3734089958894593,0.0,0.09802281837693272,1.3251315366082217,0.0,0.0,1.4336077084235654,0.0,0.0,0.0,0.07872328908034376,27.197295115487705,0.0,0.34659922334471815,5.447810121104741,0.0,0.0,0.027455910393900496,0.14087282334291018,0.8267742533630766,1.467113112175202,0.9424003160045515,0.1031637991638732,5.227756517984865,1.0405865658822613,3.2824732801797794,4.1489492792027995,13.874106755223593,7.656849423143587,0.0,10.398075628201664,0.0,0.0,61.792481300230676,5.478369648206662,88.89533478236666,0.01519318748676568,0.0,16.80342713391928,2.909400238862066,5.402706824226705,14.113386048353188,0.0,0.0,3.778593817220653,14.394424622819137,13.397005495142228,5.837519363486752,0.029982310692034275,11.26493394635174,35.01986132482665,1.9226764686375901,0.0,0.0,1.7816185335728711,3.7185550850544615,15.424354990370404,0.0,21.879828449557742
d6,0.0,0.04381707510108157,2.3699751893199377,0.0,0.0,0.19586375668254163,0.0,0.0,0.22577198552293254,5.302151080146924,0.15605262807924092,0.9503000563402253,0.0,0.37142203683318087,2.207889508798708,0.0,0.0,2.4211596132245177,0.0,0.0,0.22824478344510624,0.4770460203698548,32.00521086096889,0.0,1.1202357906654612,7.295823025528588,0.0,0.0,0.4554905164251899,0.5898514460909254,1.3931999439985603,2.482659448650736,1.5223966772058333,0.35186808549548587,6.9343540211679695,1.7024252883051183,4.868599368033792,5.822376050490924,16.354684937682887,9.331074270105436,0.0,13.802012641616486,0.18185376648735385,0.0,74.48631881466349,10.386412865223019,100.78984610068477,0.2847636597502685,0.0,19.974612805668663,5.777501110262726,10.470281164221959,20.25023303915773,0.27318664394040226,0.0,7.801271146783769,19.249790252685916,17.233152415012082,7.394410459116134,0.4819773501831719,14.942786268820846,39.7167234262824,2.5806179696159397,0.15018885597028486,0.0,2.4379822420685144,7.015304239633739,18.85722118711959,0.0,27.80146790870675
d7,0.0,0.415725286999006,3.792437167504879,0.0,0.0,0.5146371422295708,0.0,0.0,0.5928001942128027,6.837555481317306,0.8216306377940477,1.6191407370989594,0.0,0.9932137629602771,3.086513180512636,0.0,0.03450407442119641,3.4497776454976297,0.0,0.0,0.8489757437654575,0.9348390111226124,36.927309214485284,0.14077863678086544,2.1111965052981283,9.504723290335566,0.0,0.0,1.0917275306567014,1.515566342242657,2.016823964388877,3.9255113091174927,2.5395873433345493,0.7664133267293955,10.322401781501416,2.729972255909999,6.772400182755021,7.971511408263108,19.239102225604775,11.494284774229723,0.0913171336170322,18.610645188186236,1.0082873423802177,0.4620638030182782,85.16494208258814,14.852245585508971,106.67001188577193,0.5967316323769936,0.31220280118365906,23.32247174756717,7.832598839012224,15.127464261114135,27.83229112779787,0.5575251745275942,0.0,12.298591638471024,22.893107187301247,22.328712176680785,8.951402168067379,0.9762301025385014,18.164512132799576,45.39336559893518,3.510275271855253,1.138424250257298,0.3054310453672535,3.149912609780383,9.208537414549898,23.351175511785648,0.4736453176962918,34.75025305044151
d8,0.0,1.3304176741182943,5.460676909174307,0.0,0.0,1.0060255799807791,0.0,0.0,1.6422887501088823,9.421636595282454,1.570493223409155,2.6698273066871643,0.0,1.8441542394216093,4.275908891310859,0.2064263551982286,0.29225897469940776,5.227213209375904,0.0,0.4837238894694309,1.8856539533016843,1.8215157772724666,42.905052672371035,0.8289472000494733,2.9759317275237294,12.019157046960814,0.0,0.0,2.319031614731589,2.4448982438702735,2.7687555859865043,4.980097698914321,3.7192593827149807,1.182370619171195,12.715186545768358,3.8909672848379593,8.464009800927823,10.216363991723629,22.160843483374922,14.287148178733663,0.7256675422956391,26.68445096044175,3.811451118427563,0.9654287188559003,94.91537372403418,20.369323978319958,132.32110665893802,1.0334704378695356,1.125569305832066,27.201136036977374,8.247448189400288,19.538404542666786,35.34912998838726,1.3466440464328286,0.16862890295050192,15.848475577690845,27.064774759652337,30.811201192703194,12.498542467766185,2.227563963194161,19.988594035132245,51.629971427549336,4.697745008809253,2.174579093809797,0.6814445238269258,4.879355612842559,12.380023548517634,28.35021360819661,1.9471212788352332,48.89605513800203
d9,0.0,4.117803151165752,8.746068101109536,0.0,0.3472724239100806,1.8593029700071355,1.762696013186833,0.02991280655108497,2.9379351705421968,12.418086983480745,3.289123693752444,3.6790807607903417,0.0,3.1820918995730203,6.907106190666379,1.2260792838401215,1.1494517458282019,6.6815104219955295,0.21553615478880417,1.1705470879832554,4.633283831798376,3.6514922322517087,46.53033193858988,2.180092257173307,5.304174433245741,15.776524325619661,0.6002592913424856,0.3794856029564144,4.555964796314427,4.656086239945328,4.498438656997951,7.492691509984052,4.592558380764462,1.9439912168869675,19.859832583789345,7.089775937390161,10.990968246869187,14.199872574447433,26.655105300272623,17.722710614852538,2.3591748299956983,36.90376873589825,8.62527929159626,3.4936771215490054,114.61949123272213,23.43881407478822,169.08940793548302,2.336139314352767,4.899866736046032,31.98454413996565,11.43046153927591,26.859402918803287,43.80822101927051,4.261543687315598,1.093903517109677,18.854105124230028,36.54552110496664,37.82195926744461,26.26098631534052,3.2478375262287713,24.10265185621363,57.43860471772954,9.355237060546965,5.279761854099643,1.2655061348580823,10.548376744447467,23.179993542809267,32.88875269272313,7.0983535057276015,59.75607159589121
d10,3.136066143710952,10.43154672541515,24.90979727596518,1.1241439689101114,1.5971077780848546,3.2944233923087047,7.555191462932992,2.760433332620668,5.408181101563407,20.611794868887834,9.86400819500512,8.131418523306507,3.3948116804988757,10.749510736442563,12.625265533928754,2.971163036146983,3.374642080381566,10.817088853434456,1.247545512264125,3.8260869966417204,7.996117346911259,5.487085787625926,70.3744059111016,5.677393572973067,10.776962191355004,29.62489678026642,3.862016436940621,3.499884541575522,11.56921781363641,9.604243509697039,9.259329822584291,12.828075418982596,8.278973257781985,3.0046116516346046,31.649736271277412,9.458570471394417,25.20748176891619,27.609176337278196,39.04714798361165,24.359834072361583,11.040262577582194,68.05969581936843,18.04987905619887,21.563387005781298,137.81998179441055,62.5745882240941,206.8387297662218,15.081377779740443,16.1560908355723,38.80080446908888,30.240011385529314,39.59414394077115,67.45448526743003,12.387760385873698,7.104927783037493,32.16612791780853,56.16787684523953,46.94881968070417,58.35252975480774,6.032992143043607,38.53385046403322,65.62852407375023,47.83525391119872,35.372439077759665,9.488552636721508,32.56372212177645,37.70695579075124,39.33853385566623,38.90408444749703,70.87058842344493
