time,DAYS_HEATING_SEASON,TEMP_EXT,SOLAR_RADIATION
1980-01-01,False,,
1980-01-02,False,,
1980-01-03,False,,
1980-01-04,False,,
1980-01-05,False,,
1980-01-06,False,,
1980-01-07,True,1.9398392857142857,1.0035419857142858
1980-01-08,True,2.1434107142857144,1.0372953999999999
1980-01-09,True,2.4573154761904763,0.9810065142857144
1980-01-10,True,2.640011904761905,0.9784625285714285
1980-01-11,True,1.8276607142857142,1.0568455714285714
1980-01-12,True,0.7696190476190475,1.1909266714285713
1980-01-13,True,-0.3882321428571431,1.2874065
1980-01-14,True,-1.300434523809524,1.3407693142857144
1980-01-15,True,-1.9403154761904762,1.3670719714285715
1980-01-16,True,-2.559964285714286,1.4341190142857143
1980-01-17,True,-3.069309523809524,1.5091401
1980-01-18,True,-3.1454226190476193,1.498401357142857
1980-01-19,True,-2.6466369047619045,1.4734045142857142
1980-01-20,True,-1.8038333333333334,1.3736163142857145
1980-01-21,True,-0.8693869047619047,1.281385314285714
1980-01-22,True,0.15424999999999991,1.2426136285714287
1980-01-23,True,1.1513988095238095,1.1620345
1980-01-24,True,2.234928571428571,1.0991696285714285
1980-01-25,True,3.093398809523809,1.1231766285714286
1980-01-26,True,3.3790595238095236,1.1256987857142855
1980-01-27,True,3.2285595238095235,1.2458082
1980-01-28,True,2.8572678571428574,1.4338548857142854
1980-01-29,True,2.647595238095238,1.507110314285714
1980-01-30,True,2.9333571428571426,1.5401331000000003
1980-01-31,True,3.359309523809524,1.5272423857142858
1980-02-01,True,3.4745,1.5722093714285714
1980-02-02,True,4.051470238095238,1.498724457142857
1980-02-03,True,4.982666666666666,1.3930678714285716
1980-02-04,True,6.209261904761904,1.2525455428571426
1980-02-05,True,7.026458333333332,1.2728833857142856
1980-02-06,True,7.137511904761905,1.2977160857142858
1980-02-07,True,6.94297619047619,1.3997488428571427
1980-02-08,True,7.375589285714286,1.4701998
1980-02-09,True,7.656059523809524,1.6023029142857141
1980-02-10,True,7.611636904761904,1.702066114285714
1980-02-11,True,6.957285714285715,1.8337449
1980-02-12,True,6.342476190476191,1.9425841
1980-02-13,True,6.036232142857143,2.0644135857142856
1980-02-14,True,5.856232142857142,2.1406053428571425
1980-02-15,True,5.657535714285714,2.162092542857143
1980-02-16,True,5.404630952380951,2.0963881428571427
1980-02-17,True,5.251041666666666,2.201711
1980-02-18,True,5.2133392857142855,2.352892385714286
1980-02-19,True,5.2106071428571425,2.4030082999999998
1980-02-20,True,5.296124999999999,2.438415942857143
1980-02-21,True,5.342279761904762,2.485931628571428
1980-02-22,True,5.448863095238095,2.4449598285714282
1980-02-23,True,5.347339285714285,2.5147517285714285
1980-02-24,True,5.305630952380952,2.436923057142857
1980-02-25,True,5.368755952380952,2.3454363714285713
1980-02-26,True,5.430803571428571,2.2807033999999997
1980-02-27,True,5.307499999999999,2.401555514285714
1980-02-28,True,4.945869047619047,2.5402626428571424
1980-02-29,True,4.517666666666666,2.734735557142857
1980-03-01,True,4.4288928571428565,2.9212710142857143
1980-03-02,True,4.351,2.9960228285714288
1980-03-03,True,4.154619047619048,3.163614614285714
1980-03-04,True,3.815255952380952,3.4219292714285716
1980-03-05,True,3.771910714285714,3.489293957142857
1980-03-06,True,4.309089285714285,3.134251328571429
1980-03-07,True,4.713065476190477,2.9460479
1980-03-08,True,4.785125,2.8243015285714286
1980-03-09,True,4.895315476190476,2.949740914285714
1980-03-10,True,5.130178571428571,2.751869171428571
1980-03-11,True,5.4404345238095235,2.5869597142857144
1980-03-12,True,5.645732142857143,2.386112557142857
1980-03-13,True,5.387589285714285,2.5017875857142857
1980-03-14,True,5.012041666666667,2.5239836142857137
1980-03-15,True,4.800404761904761,2.5724945714285714
1980-03-16,True,4.623494047619047,2.6042533714285714
1980-03-17,True,4.53395238095238,2.7846619
1980-03-18,True,4.747535714285713,2.875489914285714
1980-03-19,True,4.93960119047619,2.911819528571429
1980-03-20,True,4.846196428571429,2.9504008142857137
1980-03-21,True,4.85147619047619,3.048589957142857
1980-03-22,True,4.824434523809523,3.1591332714285714
1980-03-23,True,4.837785714285714,3.236797485714286
1980-03-24,True,5.140839285714286,3.357168528571429
1980-03-25,True,5.118964285714285,3.2298604571428573
1980-03-26,True,5.179053571428571,3.261461628571429
1980-03-27,True,6.228916666666666,3.3798771571428574
1980-03-28,True,7.362666666666667,3.491684942857143
1980-03-29,True,8.05435119047619,3.517305657142857
1980-03-30,True,8.43842857142857,3.478080571428571
1980-03-31,True,8.932041666666665,3.3027976000000003
1980-04-01,True,9.822511904761905,3.441744614285714
1980-04-02,True,9.892142857142856,3.7710643428571426
1980-04-03,True,9.094494047619047,4.0232829
1980-04-04,True,8.095357142857143,4.235496400000001
1980-04-05,True,7.576071428571429,4.517291585714286
1980-04-06,True,7.321791666666667,4.688782442857143
1980-04-07,True,6.74660119047619,5.0204602142857135
1980-04-08,True,5.819505952380952,5.122541671428572
1980-04-09,True,5.364494047619047,5.1546055428571425
1980-04-10,True,5.457916666666667,5.2620317142857145
1980-04-11,True,5.933291666666666,5.4074301857142855
1980-04-12,True,6.553142857142857,5.517066400000001
1980-04-13,True,7.27189880952381,5.632531242857143
1980-04-14,True,7.994285714285714,5.632759114285713
1980-04-15,True,8.715392857142856,5.5261452
1980-04-16,True,9.71029761904762,5.360448585714286
1980-04-17,True,10.416321428571427,5.258692085714285
1980-04-18,True,10.694815476190476,5.008669457142857
1980-04-19,True,10.713642857142856,4.745434557142858
1980-04-20,True,10.134815476190477,4.6606451
1980-04-21,True,9.329416666666665,4.639531728571429
1980-04-22,True,8.656529761904762,4.830697028571428
1980-04-23,True,7.902619047619048,5.082754385714287
1980-04-24,True,7.327970238095237,5.2081845428571425
1980-04-25,True,7.0115,5.3431516285714284
1980-04-26,True,6.759154761904761,5.350731214285714
1980-04-27,True,7.065988095238096,5.423460642857143
1980-04-28,True,7.540398809523809,5.496670957142857
1980-04-29,True,7.929166666666666,5.5611653
1980-04-30,True,8.351630952380953,5.395256328571428
1980-05-01,True,8.885845238095238,5.259864585714285
1980-05-02,True,9.312035714285713,5.125675057142857
1980-05-03,True,9.719351190476191,5.149106814285714
1980-05-04,True,9.919625,5.017253185714285
1980-05-05,True,10.027392857142857,5.046329157142856
1980-05-06,True,10.187857142857142,4.916014628571428
1980-05-07,True,10.40327380952381,5.0484439
1980-05-08,True,10.231595238095238,4.9715592285714285
1980-05-09,True,9.993738095238095,5.311037028571429
1980-05-10,True,10.026714285714286,5.733540457142857
1980-05-11,True,10.520690476190477,6.0685314
1980-05-12,True,11.268744047619048,6.142954271428571
1980-05-13,True,11.90147619047619,6.317043171428572
1980-05-14,False,0.0,0.0
1980-05-15,False,0.0,0.0
1980-05-16,False,0.0,0.0
1980-05-17,False,0.0,0.0
1980-05-18,False,0.0,0.0
1980-05-19,False,0.0,0.0
1980-05-20,False,0.0,0.0
1980-05-21,False,0.0,0.0
1980-05-22,False,0.0,0.0
1980-05-23,False,0.0,0.0
1980-05-24,False,0.0,0.0
1980-05-25,False,0.0,0.0
1980-05-26,False,0.0,0.0
1980-05-27,False,0.0,0.0
1980-05-28,False,0.0,0.0
1980-05-29,False,0.0,0.0
1980-05-30,False,0.0,0.0
1980-05-31,False,0.0,0.0
1980-06-01,False,0.0,0.0
1980-06-02,False,0.0,0.0
1980-06-03,False,0.0,0.0
1980-06-04,False,0.0,0.0
1980-06-05,False,0.0,0.0
1980-06-06,False,0.0,0.0
1980-06-07,False,0.0,0.0
1980-06-08,False,0.0,0.0
1980-06-09,False,0.0,0.0
1980-06-10,False,0.0,0.0
1980-06-11,False,0.0,0.0
1980-06-12,False,0.0,0.0
1980-06-13,False,0.0,0.0
1980-06-14,False,0.0,0.0
1980-06-15,False,0.0,0.0
1980-06-16,False,0.0,0.0
1980-06-17,False,0.0,0.0
1980-06-18,False,0.0,0.0
1980-06-19,False,0.0,0.0
1980-06-20,False,0.0,0.0
1980-06-21,False,0.0,0.0
1980-06-22,False,0.0,0.0
1980-06-23,False,0.0,0.0
1980-06-24,False,0.0,0.0
1980-06-25,False,0.0,0.0
1980-06-26,False,0.0,0.0
1980-06-27,False,0.0,0.0
1980-06-28,False,0.0,0.0
1980-06-29,False,0.0,0.0
1980-06-30,False,0.0,0.0
1980-07-01,False,0.0,0.0
1980-07-02,False,0.0,0.0
1980-07-03,False,0.0,0.0
1980-07-04,False,0.0,0.0
1980-07-05,False,0.0,0.0
1980-07-06,False,0.0,0.0
1980-07-07,False,0.0,0.0
1980-07-08,False,0.0,0.0
1980-07-09,False,0.0,0.0
1980-07-10,False,0.0,0.0
1980-07-11,False,0.0,0.0
1980-07-12,False,0.0,0.0
1980-07-13,False,0.0,0.0
1980-07-14,False,0.0,0.0
1980-07-15,False,0.0,0.0
1980-07-16,False,0.0,0.0
1980-07-17,False,0.0,0.0
1980-07-18,False,0.0,0.0
1980-07-19,False,0.0,0.0
1980-07-20,False,0.0,0.0
1980-07-21,False,0.0,0.0
1980-07-22,False,0.0,0.0
1980-07-23,False,0.0,0.0
1980-07-24,False,0.0,0.0
1980-07-25,False,0.0,0.0
1980-07-26,False,0.0,0.0
1980-07-27,False,0.0,0.0
