,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382359406560866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465207656271758,0.0,0.0,1.4905073346047004,0.0,0.0,0.0,0.0,0.0,0.0,6.626675324640129,2.8884608603794106,0.0,0.0,15.85467952979851,0.0,1.66534461975127,0.0,0.0,0.0,0.0,0.1204689469618252,0.0,1.0857122109906214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.405668616365659,0.0,0.0,0.016926289023604824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8640735399232717,0.0,0.14037297465970155,0.20098243853734132,5.077065384303346,1.8463358081997114,0.0,3.5868043512551893,0.0,0.0,1.3906723885204606,0.8486251060280452,3.540278349017022,0.0,16.84447052002035,6.8168211922304955,0.0,0.0,47.73511037239049,0.9274137393432902,9.864027108683135,0.0,0.0,0.12966502433982185,0.0,4.070155112890696,0.0,3.540771151156232,0.7384592702094395,0.0,0.0,0.0,1.0772841043008583,0.0,1.7241258680178682,0.5701862199946284
d3,0.0,0.0,0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0,0.4467566183621834,0.0,0.0,0.0,0.0,0.41289281740407446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.711940053436848,0.0,0.0,1.0732752902780582,0.0,0.0,0.0,0.0,0.0,0.0007450725007913661,0.0,0.0,1.789579343806821,0.06869781342644998,0.9598633205169627,1.3308494401726882,8.775450380706438,4.204420532219508,0.0,5.348334611694579,0.17248704545308868,0.0,4.130525709409753,3.479636857312883,8.013974088473248,0.0,21.88719792546515,11.171855850136293,0.0,0.6152494052370692,65.5867353119881,4.2944979284337705,15.672386617533679,0.0,0.3019678694440877,0.7439568485566745,0.0,9.107226001844307,0.22026503031973732,6.5227136369004235,2.6454541035421464,0.0,0.0,2.6993750065986255,3.980885886692306,0.0,5.365724436910295,1.8250198574584218
d4,0.0,0.0,0.5284818582800135,0.0,0.0,0.0,0.0,0.0,0.0,2.206168940266707,0.0,0.0,0.0,0.0,0.808405473476892,0.0,0.0,0.5916432537202034,0.0,0.0,0.0,0.0,18.75415945008234,0.0,0.0,3.136714572780079,0.0,0.0,0.0,0.0,0.4053760367889794,0.6513425094739347,0.38130484911171436,0.0,3.3257140493223893,0.5703489022519221,1.948356602293856,2.8123930796554824,11.601659602597863,5.949826433287001,0.0,7.985098383563134,0.8316311733764614,0.0,6.072749584053586,6.694139455434037,11.092560223552567,0.0,29.740648443439227,19.539303469434714,0.03963574218750665,1.342707279926966,85.49096509860865,7.657358440706023,24.95241225354788,0.5551320185478694,0.9594171901371595,1.2381118644096425,0.0,12.415776400182377,0.8637956648541376,9.918192682214219,4.531488102598573,0.2845645299962207,0.0,4.974895887014384,7.70351098880224,0.17654909338014946,8.277452416290288,3.890555944163733
d5,0.0,0.0,1.4590722534596132,0.0,0.0,0.0,0.0,0.0,0.0,3.6852569001476887,0.0,0.3734089958894593,0.0,0.09802281837693272,1.3251315366082217,0.0,0.0,1.4336077084235654,0.0,0.0,0.0,0.07872328908034376,27.197295115487705,0.0,0.34659922334471815,5.447810121104741,0.0,0.0,0.027455910393900496,0.14087282334291018,0.8267742533630766,1.467113112175202,0.9424003160045515,0.1031637991638732,5.227756517984865,1.0405865658822613,3.2824732801797794,4.1489492792027995,13.874106755223593,7.656849423143587,0.0,10.398075628201664,1.6382090482969005,0.0,8.079596324610325,9.94681144788569,13.889905880987815,0.6792178821460304,36.85559125333167,26.73289184665754,0.5323161240033478,2.070819875355909,97.48700637405322,10.23293298752256,30.29486854668799,1.529067779541034,1.6967795205596161,2.5519395539128027,0.48036955871642917,16.035490805795536,1.7909078066022346,14.154212417524882,6.773097353383228,0.7837799020718279,0.0,6.477129798641947,11.597819294857526,0.8427198999353109,11.348145415599728,5.437678764548718
d6,0.0,0.04381707510108157,2.3699751893199377,0.0,0.0,0.19586375668254163,0.0,0.0,0.22577198552293254,5.302151080146924,0.15605262807924092,0.9503000563402253,0.0,0.37142203683318087,2.207889508798708,0.0,0.0,2.4211596132245177,0.0,0.0,0.22824478344510624,0.4770460203698548,32.00521086096889,0.0,1.1202357906654612,7.295823025528588,0.0,0.0,0.4554905164251899,0.5898514460909254,1.3931999439985603,2.482659448650736,1.5223966772058333,0.35186808549548587,6.9343540211679695,1.7024252883051183,4.868599368033792,5.822376050490924,16.354684937682887,9.331074270105436,0.0,13.802012641616486,2.213407545760248,0.0,10.216191799183836,12.404978147106252,17.402996301437685,1.3978400914374447,43.622338865042494,31.431349345937193,0.9924557280671671,3.8216245455348243,106.873574742497,12.372487493691494,35.22064161929633,2.537091506956852,2.9647285317084844,3.9800673003347633,0.9895917614085938,20.827332479938622,3.268398074257682,19.5346829494203,9.813126126345612,1.2661837090565804,0.0,7.91228976110521,17.657887333432427,1.9121121916894488,13.314065388035555,7.958075887318415
d7,0.0,0.415725286999006,3.792437167504879,0.0,0.0,0.5146371422295708,0.0,0.0,0.5928001942128027,6.837555481317306,0.8216306377940477,1.6191407370989594,0.0,0.9932137629602771,3.086513180512636,0.0,0.03450407442119641,3.4497776454976297,0.0,0.0,0.8489757437654575,0.9348390111226124,36.927309214485284,0.14077863678086544,2.1111965052981283,9.504723290335566,0.0,0.0,1.0917275306567014,1.515566342242657,2.016823964388877,3.9255113091174927,2.5395873433345493,0.7664133267293955,10.322401781501416,2.729972255909999,6.772400182755021,7.971511408263108,19.239102225604775,11.494284774229723,0.0913171336170322,18.610645188186236,2.5542641007719276,0.0,13.986859839156395,14.97993471679844,20.42396050530627,1.8049374905146642,46.3785432313655,39.87980546734717,1.4819349304203584,5.709720288915907,114.3329044238898,14.629581785459909,38.98157710306846,3.7815045792864055,4.586962188557187,5.869215407087495,2.232547962911518,27.57415173999385,4.738032892713083,22.118932043295246,11.575603760672806,1.9734400455779841,0.0,9.361794873377104,21.834401575448965,2.931009439004555,15.915634369927481,11.068991768172157
d8,0.0,1.3304176741182943,5.460676909174307,0.0,0.0,1.0060255799807791,0.0,0.0,1.6422887501088823,9.421636595282454,1.570493223409155,2.6698273066871643,0.0,1.8441542394216093,4.275908891310859,0.2064263551982286,0.29225897469940776,5.227213209375904,0.0,0.4837238894694309,1.8856539533016843,1.8215157772724666,42.905052672371035,0.8289472000494733,2.9759317275237294,12.019157046960814,0.0,0.0,2.319031614731589,2.4448982438702735,2.7687555859865043,4.980097698914321,3.7192593827149807,1.182370619171195,12.715186545768358,3.8909672848379593,8.464009800927823,10.216363991723629,22.160843483374922,14.287148178733663,0.7256675422956391,26.68445096044175,3.2089558006488055,0.2556876788988873,18.51304920910042,19.237724703402343,25.06241875396152,2.9598639516470975,57.49243198110044,47.44162308646601,3.053717905407037,8.022450765041487,120.38469880957314,20.043719184339896,42.28920995070909,5.572375581978154,6.274344181081094,9.366867203500238,5.658341225288986,30.764665209877016,6.189369902739607,26.00616904239064,16.465775699100426,3.1114765036088876,0.0,13.954611430399982,25.068901265326677,5.5263677427562214,19.86178536183332,14.188609532949261
d9,0.0,4.117803151165752,8.746068101109536,0.0,0.3472724239100806,1.8593029700071355,1.762696013186833,0.02991280655108497,2.9379351705421968,12.418086983480745,3.289123693752444,3.6790807607903417,0.0,3.1820918995730203,6.907106190666379,1.2260792838401215,1.1494517458282019,6.6815104219955295,0.21553615478880417,1.1705470879832554,4.633283831798376,3.6514922322517087,46.53033193858988,2.180092257173307,5.304174433245741,15.776524325619661,0.6002592913424856,0.3794856029564144,4.555964796314427,4.656086239945328,4.498438656997951,7.492691509984052,4.592558380764462,1.9439912168869675,19.859832583789345,7.089775937390161,10.990968246869187,14.199872574447433,26.655105300272623,17.722710614852538,2.3591748299956983,36.90376873589825,4.969444308677925,1.4277750249501366,27.927495694541147,23.463683114540245,29.972537979049218,7.291068243284599,68.99086411165578,50.358417863011425,4.001254651621103,10.30998697980013,137.6402303715164,31.337919265006114,45.01166052691437,8.743588636573758,7.727325587216292,12.609794534631483,10.667624292323787,40.65246541484106,10.203565121707442,36.18819135346293,32.52727838233824,5.647201630875426,0.5187548935348936,22.17999432430915,37.5363380514625,9.409717671327293,24.78906144953566,20.950689617425066
d10,3.136066143710952,10.43154672541515,24.90979727596518,1.1241439689101114,1.5971077780848546,3.2944233923087047,7.555191462932992,2.760433332620668,5.408181101563407,20.611794868887834,9.86400819500512,8.131418523306507,3.3948116804988757,10.749510736442563,12.625265533928754,2.971163036146983,3.374642080381566,10.817088853434456,1.247545512264125,3.8260869966417204,7.996117346911259,5.487085787625926,70.3744059111016,5.677393572973067,10.776962191355004,29.62489678026642,3.862016436940621,3.499884541575522,11.56921781363641,9.604243509697039,9.259329822584291,12.828075418982596,8.278973257781985,3.0046116516346046,31.649736271277412,9.458570471394417,25.20748176891619,27.609176337278196,39.04714798361165,24.359834072361583,11.040262577582194,68.05969581936843,8.586252881021188,10.265557073645287,37.21571431579679,30.52623488348601,43.220174580347674,19.782432571825808,80.39885364115796,56.23802453612983,16.03529797256206,18.28339894652592,162.95020746410236,43.71718553408901,60.37787297536861,25.96399117464128,16.202643803569387,24.704262457430186,24.72560802356842,65.07424547947893,18.68401321121913,55.286378605696214,58.33545733296655,23.212660901869622,4.597232017475996,42.029566022510515,67.22694313824688,21.03351061483927,38.19747710274738,38.59635584403631
