Housing type,Energy,Heating system,DPE,Wall,Floor,Roof,Windows,Efficiency,clusters,Weight
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.2,0.1,1.6,0.76,1,0.7037037037037037
Single-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.2,0.1,3.0,0.76,0,0.15360030080842263
Single-family,Wood fuel,Wood fuel-Standard boiler,B,0.1,0.2,0.1,1.6,0.6,2,0.14269599548787365
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,0.1,1.6,0.76,1,0.6276595744680851
Single-family,Wood fuel,Wood fuel-Standard boiler,C,0.5,0.5,0.1,1.6,0.6,0,0.3434745144826672
Single-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,0.5,1.6,0.76,2,0.028865911049247697
Single-family,Wood fuel,Wood fuel-Performance boiler,D,1.0,0.5,0.1,3.0,0.76,1,0.39384171685469505
Single-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,0.5,0.1,3.0,0.6,0,0.36763084231062854
Single-family,Wood fuel,Wood fuel-Performance boiler,D,0.5,2.0,0.1,3.0,0.76,2,0.2385274408346764
Single-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,2.0,0.5,3.0,0.6,0,0.42251399052948774
Single-family,Wood fuel,Wood fuel-Performance boiler,E,2.5,0.5,0.1,1.6,0.76,1,0.38925957813172624
Single-family,Wood fuel,Wood fuel-Performance boiler,E,0.5,0.5,2.5,1.6,0.76,2,0.18822643133878605
Single-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,0.5,0.1,3.0,0.6,1,0.5471459185661407
Single-family,Wood fuel,Wood fuel-Performance boiler,F,2.5,2.0,0.5,3.0,0.76,2,0.3474576271186441
Single-family,Wood fuel,Wood fuel-Standard boiler,F,1.0,2.0,2.5,3.0,0.6,0,0.10539645431521527
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,0.5,2.5,3.0,0.6,1,0.562685093780849
Single-family,Wood fuel,Wood fuel-Standard boiler,G,2.5,2.0,0.5,3.0,0.6,2,0.257321487331359
Single-family,Wood fuel,Wood fuel-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,0,0.17999341888779205
