Housing type,Energy,Heating system,DPE,Wall,Floor,Roof,Windows,Efficiency,clusters,Weight
Multi-family,Electricity,Electricity-Heat pump,A,0.1,0.5,0.1,1.6,2.5,0,0.6407185628742516
Multi-family,Electricity,Electricity-Heat pump,A,0.5,0.2,0.1,1.6,2.5,1,0.3413173652694611
Multi-family,Electricity,Electricity-Heat pump,A,0.1,0.5,0.5,1.6,2.5,2,0.017964071856287425
Multi-family,Electricity,Electricity-Heat pump,B,0.5,0.5,0.1,3.0,2.5,0,0.6254071661237784
Multi-family,Electricity,Electricity-Heat pump,B,0.5,2.0,0.1,1.6,2.5,1,0.2714440825190011
Multi-family,Electricity,Electricity-Heat pump,B,0.5,0.5,2.5,1.6,2.5,2,0.10314875135722042
Multi-family,Electricity,Electricity-Performance boiler,C,0.5,0.2,0.1,1.6,0.95,0,0.8566201550387597
Multi-family,Electricity,Electricity-Performance boiler,C,0.1,0.2,0.1,3.0,0.95,2,0.09147286821705426
Multi-family,Electricity,Electricity-Heat pump,C,1.0,2.0,0.5,3.0,2.5,1,0.05190697674418605
Multi-family,Electricity,Electricity-Performance boiler,D,0.5,0.5,0.1,3.0,0.95,0,0.5228258710628378
Multi-family,Electricity,Electricity-Performance boiler,D,0.5,0.5,0.5,1.6,0.95,1,0.47060914289298444
Multi-family,Electricity,Electricity-Heat pump,D,2.5,2.0,2.5,3.0,2.5,2,0.006564986044177756
Multi-family,Electricity,Electricity-Performance boiler,E,1.0,0.5,0.1,3.0,0.95,1,0.399453738477296
Multi-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,2.5,3.0,0.95,0,0.3176696980042832
Multi-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,2.5,1.6,0.95,2,0.28287656351842083
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,0.5,0.5,3.0,0.95,2,0.45869742880492864
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,0.5,0.5,1.6,0.95,0,0.4170805305840196
Multi-family,Electricity,Electricity-Performance boiler,F,1.0,2.0,2.5,3.0,0.95,1,0.12422204061105174
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,2.5,3.0,0.95,0,0.521029810298103
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,2.5,1.6,0.95,2,0.2507859078590786
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,0.5,2.5,3.0,0.95,1,0.22818428184281841
Multi-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,2,0.572780505116224
Multi-family,Natural gas,Natural gas-Performance boiler,B,0.5,0.2,0.1,1.6,0.76,1,0.3661205417874253
Multi-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.5,0.5,1.6,0.76,0,0.061098953096350626
Multi-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,0,0.43907817247963
Multi-family,Natural gas,Natural gas-Standard boiler,C,0.5,0.5,0.1,1.6,0.6,1,0.41041224083685157
Multi-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,2.5,1.6,0.76,2,0.15050958668351844
Multi-family,Natural gas,Natural gas-Performance boiler,D,2.5,0.5,0.5,1.6,0.76,1,0.41538637927080946
Multi-family,Natural gas,Natural gas-Standard boiler,D,1.0,2.0,2.5,3.0,0.6,2,0.3904924329282275
Multi-family,Natural gas,Natural gas-Standard boiler,D,1.0,2.0,2.5,1.6,0.6,0,0.19412118780096307
Multi-family,Natural gas,Natural gas-Standard boiler,E,2.5,2.0,2.5,3.0,0.6,1,0.7155522043618833
Multi-family,Natural gas,Natural gas-Standard boiler,E,2.5,2.0,0.1,3.0,0.6,2,0.2671053683837726
Multi-family,Natural gas,Natural gas-Standard boiler,E,1.0,2.0,2.5,3.0,0.6,0,0.017342427254344175
Multi-family,Natural gas,Natural gas-Standard boiler,F,2.5,2.0,2.5,3.0,0.6,0,1.0
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,1,0.6380618797431407
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.5,0.2,0.1,1.6,0.76,0,0.3117338003502627
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.5,0.5,1.6,0.76,2,0.050204319906596614
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,0,0.5262225720751746
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,2.0,0.1,3.0,0.76,2,0.3204762373314966
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,2.5,1.6,0.76,1,0.15330119059332875
Multi-family,Oil fuel,Oil fuel-Performance boiler,D,2.5,0.5,0.5,3.0,0.76,0,0.5883367139959432
Multi-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,2.0,2.5,3.0,0.76,1,0.2233265720081136
Multi-family,Oil fuel,Oil fuel-Standard boiler,D,1.0,2.0,2.5,3.0,0.6,2,0.1883367139959432
Multi-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,2.0,2.5,1.6,0.76,1,0.5176749458930228
Multi-family,Oil fuel,Oil fuel-Standard boiler,E,2.5,2.0,0.5,3.0,0.6,0,0.47304957229722766
Multi-family,Oil fuel,Oil fuel-Standard boiler,E,1.0,2.0,2.5,3.0,0.6,2,0.009275481809749561
Multi-family,Oil fuel,Oil fuel-Standard boiler,F,2.5,2.0,2.5,3.0,0.6,0,1.0
Multi-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,2,0.6602316602316602
Multi-family,Wood fuel,Wood fuel-Performance boiler,B,0.5,0.2,0.1,1.6,0.76,1,0.305019305019305
Multi-family,Wood fuel,Wood fuel-Performance boiler,B,0.1,0.5,0.5,1.6,0.76,0,0.03474903474903475
Multi-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,1,0.45387205387205387
Multi-family,Wood fuel,Wood fuel-Standard boiler,C,0.5,0.5,0.1,3.0,0.6,0,0.42828282828282827
Multi-family,Wood fuel,Wood fuel-Performance boiler,C,0.5,0.5,2.5,1.6,0.76,2,0.11784511784511785
Multi-family,Wood fuel,Wood fuel-Performance boiler,D,2.5,2.0,0.5,3.0,0.76,1,0.44126659856996936
Multi-family,Wood fuel,Wood fuel-Standard boiler,D,0.5,2.0,2.5,3.0,0.6,2,0.34933605720122574
Multi-family,Wood fuel,Wood fuel-Standard boiler,D,1.0,0.5,0.1,3.0,0.6,0,0.2093973442288049
Multi-family,Wood fuel,Wood fuel-Performance boiler,E,2.5,2.0,2.5,3.0,0.76,2,0.6064073226544623
Multi-family,Wood fuel,Wood fuel-Standard boiler,E,2.5,2.0,0.1,3.0,0.6,1,0.37986270022883295
Multi-family,Wood fuel,Wood fuel-Standard boiler,E,1.0,2.0,2.5,3.0,0.6,0,0.013729977116704805
Multi-family,Wood fuel,Wood fuel-Standard boiler,F,2.5,2.0,2.5,3.0,0.6,0,1.0
Single-family,Electricity,Electricity-Heat pump,A,0.1,0.2,0.1,1.6,2.5,2,0.5339366515837104
Single-family,Electricity,Electricity-Heat pump,A,0.1,0.2,0.1,1.3,2.5,0,0.3167420814479638
Single-family,Electricity,Electricity-Heat pump,A,0.1,0.5,0.1,1.6,2.5,1,0.1493212669683258
Single-family,Electricity,Electricity-Heat pump,B,0.5,0.2,0.1,1.6,2.5,1,0.7414566793234381
Single-family,Electricity,Electricity-Heat pump,B,0.1,0.5,0.1,3.0,2.5,0,0.24404556437694166
Single-family,Electricity,Electricity-Heat pump,B,0.1,0.5,0.5,1.6,2.5,2,0.014497756299620296
Single-family,Electricity,Electricity-Performance boiler,C,0.1,0.2,0.1,1.6,0.95,0,0.8487621097954791
Single-family,Electricity,Electricity-Heat pump,C,0.5,0.5,0.1,3.0,2.5,1,0.14897739504843918
Single-family,Electricity,Electricity-Heat pump,C,0.1,0.2,2.5,1.6,2.5,2,0.0022604951560818085
Single-family,Electricity,Electricity-Performance boiler,D,0.5,0.2,0.1,1.6,0.95,0,0.6886473182237719
Single-family,Electricity,Electricity-Performance boiler,D,0.1,0.2,0.1,3.0,0.95,1,0.30364407069360405
Single-family,Electricity,Electricity-Heat pump,D,2.5,0.5,0.5,3.0,2.5,2,0.007708611082624005
Single-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,0.1,3.0,0.95,0,0.631874312888298
Single-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,0.1,1.6,0.95,1,0.3645079641040063
Single-family,Electricity,Electricity-Heat pump,E,2.5,2.0,0.5,3.0,2.5,2,0.003617723007695651
Single-family,Electricity,Electricity-Performance boiler,F,1.0,0.5,0.1,3.0,0.95,0,0.6272169397801605
Single-family,Electricity,Electricity-Performance boiler,F,1.0,2.0,0.1,3.0,0.95,1,0.31724998314114233
Single-family,Electricity,Electricity-Performance boiler,F,0.5,0.5,2.5,1.6,0.95,2,0.055533077078697146
Single-family,Electricity,Electricity-Performance boiler,G,2.5,0.5,0.5,3.0,0.95,1,0.4944558619700808
Single-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,0.5,3.0,0.95,0,0.3579314629833198
Single-family,Electricity,Electricity-Performance boiler,G,1.0,0.5,2.5,3.0,0.95,2,0.14761267504659945
Single-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.2,0.1,1.6,0.76,1,0.5818706118355065
Single-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,0,0.4172517552657974
Single-family,Natural gas,Natural gas-Performance boiler,B,0.1,0.2,0.5,1.6,0.76,2,0.0008776328986960883
Single-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,0.1,1.6,0.76,0,0.8067236245234186
Single-family,Natural gas,Natural gas-Standard boiler,C,0.5,0.5,0.1,1.6,0.6,1,0.15215818328555925
Single-family,Natural gas,Natural gas-Performance boiler,C,0.5,0.5,0.5,1.6,0.76,2,0.04111819219102218
Single-family,Natural gas,Natural gas-Performance boiler,D,1.0,0.5,0.1,3.0,0.76,1,0.42507955853476875
Single-family,Natural gas,Natural gas-Performance boiler,D,0.5,2.0,0.1,3.0,0.76,0,0.3081285124246733
Single-family,Natural gas,Natural gas-Standard boiler,D,0.5,0.5,0.1,3.0,0.6,2,0.26679192904055793
Single-family,Natural gas,Natural gas-Performance boiler,E,2.5,0.5,0.1,1.6,0.76,1,0.5972427804382527
Single-family,Natural gas,Natural gas-Performance boiler,E,1.0,0.5,2.5,3.0,0.76,0,0.24275141488898563
Single-family,Natural gas,Natural gas-Standard boiler,E,1.0,0.5,0.5,3.0,0.6,2,0.16000580467276157
Single-family,Natural gas,Natural gas-Performance boiler,F,2.5,2.0,0.5,3.0,0.76,2,0.716950713956702
Single-family,Natural gas,Natural gas-Standard boiler,F,2.5,0.5,0.1,3.0,0.6,1,0.226019115614924
Single-family,Natural gas,Natural gas-Standard boiler,F,1.0,2.0,2.5,3.0,0.6,0,0.05703017042837402
Single-family,Natural gas,Natural gas-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,0,0.7216455696202532
Single-family,Natural gas,Natural gas-Standard boiler,G,2.5,0.5,2.5,3.0,0.6,2,0.13949367088607595
Single-family,Natural gas,Natural gas-Standard boiler,G,2.5,2.0,0.5,3.0,0.6,1,0.13886075949367088
Single-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.5,0.1,1.6,0.76,0,0.6144437973209086
Single-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.2,0.1,1.6,0.76,1,0.38439138031450204
Single-family,Oil fuel,Oil fuel-Performance boiler,B,0.1,0.2,0.5,1.6,0.76,2,0.0011648223645894002
Single-family,Oil fuel,Oil fuel-Performance boiler,C,0.5,0.5,0.1,3.0,0.76,0,0.7972024785857481
Single-family,Oil fuel,Oil fuel-Standard boiler,C,0.5,0.5,0.1,1.6,0.6,2,0.11568252232549663
Single-family,Oil fuel,Oil fuel-Performance boiler,C,0.1,2.0,0.1,1.6,0.76,1,0.08711499908875524
Single-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,0.5,0.1,3.0,0.76,0,0.4852035498847235
Single-family,Oil fuel,Oil fuel-Performance boiler,D,1.0,0.5,0.1,1.6,0.76,2,0.2928023244796766
Single-family,Oil fuel,Oil fuel-Standard boiler,D,0.5,0.5,0.1,3.0,0.6,1,0.22199412563559992
Single-family,Oil fuel,Oil fuel-Performance boiler,E,2.5,0.5,0.1,3.0,0.76,1,0.5528880437366295
Single-family,Oil fuel,Oil fuel-Performance boiler,E,1.0,2.0,2.5,3.0,0.76,2,0.2510102210601379
Single-family,Oil fuel,Oil fuel-Standard boiler,E,1.0,2.0,0.5,3.0,0.6,0,0.1961017352032327
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,2.0,0.5,3.0,0.76,0,0.5993764929754241
Single-family,Oil fuel,Oil fuel-Performance boiler,F,2.5,0.5,0.5,3.0,0.76,2,0.33017531074132556
Single-family,Oil fuel,Oil fuel-Standard boiler,F,1.0,2.0,2.5,3.0,0.6,1,0.07044819628325033
Single-family,Oil fuel,Oil fuel-Performance boiler,G,2.5,2.0,2.5,3.0,0.76,1,0.7087667161961367
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,2.0,0.5,3.0,0.6,2,0.1649331352154532
Single-family,Oil fuel,Oil fuel-Standard boiler,G,2.5,0.5,2.5,3.0,0.6,0,0.1263001485884101
