"","clust","PONDMEN","index.repr","Deper_mur","Deper_baie","Efficiency.inverse","Proxy.conso","Cchauf.EF.square","DPE_etiquette","clust","SHAB","R_mur","S_mur","R_plancher","S_plancher","R_plafond","S_plafond","R_baie","S_baie","Efficiency","Proxy.conso","Cchauf.EF.square","Weight"
"174","1",124152.449904635,"174",1.09714285714286,0.430885714285714,0.598041212293767,50.3297738887211,40.8075462313959,"C","1",70,0.5,38.4,0,0,0,0,0.15052052251177,4.54,1.672125565,50.3297738887211,40.8075462313959,0.0358887410144544
"180","2",621107.332054124,"180",0.4456,0.516710999999999,1.04314825991975,55.2871087947712,59.6828615691925,"D","2",100,1.25,55.7,0,0,0,0,0.257697242752719,13.3155,0.958636503,55.2871087947712,59.6828615691925,0.179543458058148
"30","3",818958.89811062,"30",0.531428571428571,0.406361904761905,1.29237540474629,66.7508643211773,164.4187778535,"E","3",63,1.13799283154122,38.1,0,0,0,0,0.242492422111809,6.208,0.773768981,66.7508643211773,164.4187778535,0.236736398019945
"161","4",543351.647487724,"161",1.76470588235294,0.434823529411765,1.04314825991975,126.368317400024,151.642308382255,"G","4",17,0.5,15,0,0,0,0,0.3125,2.31,0.958636503,126.368317400024,151.642308382255,0.157066627130135
"27","5",466171.656992652,"27",0.6967818128137,0.946934750516682,1.29237540474629,116.997883948496,185.854170193953,"E","5",67.74,0.5,23.6,0,0,0,0,0.186114786790502,11.9384,0.773768981,116.997883948496,185.854170193953,0.134756212051711
"39","6",687780.084920507,"39",1.65818181818182,0.460963636363637,1.29237540474629,150.838374140699,280.346021679811,"F","6",55,0.5,45.6,0,0,0,0,0.37037037037037,9.39,0.773768981,150.838374140699,280.346021679811,0.198816546605175
"113","7",197848.373606353,"113",1.86161653670009,1.52164451045921,1.29237540474629,240.816690780921,208.825595849855,"E","7",80.79,0.5,75.2,0,0,0,0,0.20928198184289,25.7278,0.773768981,240.816690780921,208.825595849855,0.0571920171204316
