,Oil fuel,Natural gas,Electricity,Wood fuel,Heating
2018,0.0696866971153846,0.0593705687247287,0.115147571570398,0.0559,0.0746
2019,0.0696866971153846,0.0593705687247287,0.115147571570398,0.0559,0.0746
2020,0.0696866971153846,0.0593705687247287,0.115147571570398,0.0565708,0.0735
2021,0.0748917677036199,0.0725700288161966,0.116998057256318,0.06607575,0.0744034235437538
2022,0.0800968382918552,0.0857694889076645,0.118848542942239,0.09696,0.0753068470875077
2023,0.0853019088800905,0.0989689489991324,0.120699028628159,0.10464,0.0762102706312615
2024,0.0905069794683258,0.1121684090906,0.12254951431408,0.11232,0.0771136941750153
2025,0.0957120500565611,0.125367869182068,0.1244,0.12,0.0780171177187691
2026,0.0957120500565611,0.122506385895234,0.125518041469668,0.1194,0.0789760633101018
2027,0.0957120500565611,0.1196449026084,0.126636082939337,0.1188,0.0799350089014344
2028,0.0957120500565611,0.116783419321567,0.127754124409005,0.1182,0.0808939544927671
2029,0.0957120500565611,0.113921936034733,0.128872165878674,0.1176,0.0818529000840998
2030,0.0957120500565611,0.111060452747899,0.129990207348342,0.117,0.0828118456754324
2031,0.0957120500565611,0.111124555186251,0.129990207348342,0.1164,0.0838297255541385
2032,0.0957120500565611,0.111188657624603,0.129990207348342,0.1158,0.0848476054328445
2033,0.0957120500565611,0.111252760062955,0.129990207348342,0.1152,0.0858654853115506
2034,0.0957120500565611,0.111316862501307,0.129990207348342,0.1146,0.0868833651902566
2035,0.0957120500565611,0.111380964939659,0.129990207348342,0.114,0.0879012450689626
2036,0.0965954794683258,0.111448337246603,0.129990207348342,0.1134,0.0889816811821678
2037,0.0974789088800905,0.111515709553546,0.129990207348342,0.1128,0.0900621172953729
2038,0.0983623382918552,0.11158308186049,0.129990207348342,0.1122,0.091142553408578
2039,0.0992457677036199,0.111650454167434,0.129990207348342,0.1116,0.0922229895217831
2040,0.100129197115385,0.111717826474378,0.129990207348342,0.111,0.0933034256349882
2041,0.101514032409502,0.111788635446074,0.129990207348342,0.1104,0.0944502625252131
2042,0.10289886770362,0.111859444417771,0.129990207348342,0.1098,0.0955970994154381
2043,0.104283702997738,0.111930253389467,0.129990207348342,0.1092,0.096743936305663
2044,0.105668538291855,0.112001062361164,0.129990207348342,0.1086,0.097890773195888
2045,0.107053373585973,0.11207187133286,0.129990207348342,0.108,0.0990376100861129
2046,0.109106750056561,0.112890489381229,0.129990207348342,0.1074,0.100254928571404
2047,0.111160126527149,0.113709107429598,0.129990207348342,0.1068,0.101472247056695
2048,0.113213502997738,0.114527725477966,0.129990207348342,0.1062,0.102689565541987
2049,0.115266879468326,0.115346343526335,0.129990207348342,0.1056,0.103906884027278
2050,0.117320255938914,0.116164961574704,0.129990207348342,0.105,0.105124202512569
