,Oil fuel,Natural gas,Electricity,Wood fuel,Heating
2018,0.01562,0.011805815932904,0.0363859969091805,0,0
2019,0.01562,0.011805815932904,0.0363859969091805,0,0
2020,0.01562,0.011787066312404,0.0363859969091805,0,0
2021,0.01562,0.011661379136504,0.0363859969091805,0,0
2022,0.01562,0.011535691960604,0.0363859969091805,0,0
2023,0.01562,0.011410004784704,0.0363859969091805,0,0
2024,0.01562,0.011284317608804,0.0363859969091805,0,0
2025,0.01562,0.011158630432904,0.0363859969091805,0,0
2026,0.01562,0.011066711332904,0.0363859969091805,0,0
2027,0.01562,0.010974792232904,0.0363859969091805,0,0
2028,0.01562,0.010882873132904,0.0363859969091805,0,0
2029,0.01562,0.010790954032904,0.0363859969091805,0,0
2030,0.01562,0.010699034932904,0.0363859969091805,0,0
2031,0.01562,0.010607115832904,0.0363859969091805,0,0
2032,0.01562,0.010515196732904,0.0363859969091805,0,0
2033,0.01562,0.010423277632904,0.0363859969091805,0,0
2034,0.01562,0.010331358532904,0.0363859969091805,0,0
2035,0.01562,0.010239439432904,0.0363859969091805,0,0
2036,0.01562,0.00996368213290399,0.0363859969091805,0,0
2037,0.01562,0.00968792483290399,0.0363859969091805,0,0
2038,0.01562,0.00941216753290399,0.0363859969091805,0,0
2039,0.01562,0.00913641023290399,0.0363859969091805,0,0
2040,0.01562,0.00886065293290399,0.0363859969091805,0,0
2041,0.01562,0.00849297653290399,0.0363859969091805,0,0
2042,0.01562,0.00812530013290399,0.0363859969091805,0,0
2043,0.01562,0.00775762373290399,0.0363859969091805,0,0
2044,0.01562,0.00738994733290399,0.0363859969091805,0,0
2045,0.01562,0.00702227093290399,0.0363859969091805,0,0
2046,0.01562,0.00610307993290399,0.0363859969091805,0,0
2047,0.01562,0.00518388893290399,0.0363859969091805,0,0
2048,0.01562,0.00426469793290399,0.0363859969091805,0,0
2049,0.01562,0.00334550693290399,0.0363859969091805,0,0
2050,0.01562,0.00242631593290399,0.0363859969091805,0,0
