,Electricity,Natural gas,Oil fuel,Wood fuel
2018,0.1642197078,0.07765565434999999,0.0899524772,0.061489999999999996
2019,0.1665810078,0.08892155435,0.1045487772,0.061489999999999996
2020,0.16683706074385984,0.08644760452921471,0.11095750877181483,0.05929780994734389
2021,0.1676538488045617,0.08775763265466502,0.1193846218720852,0.057763276910484614
2022,0.16829473474189516,0.0880066858908682,0.12701395856666448,0.05609721247046597
2023,0.16896388767441806,0.08853473075008202,0.13462981478994296,0.054516643442500914
2024,0.16960533393026417,0.08897160652530654,0.1420208350537743,0.05296040772412034
2025,0.17023501760113757,0.08941999167995145,0.14925083041874143,0.051444289083703375
2026,0.17084898665982745,0.0898518177475135,0.1563074026454529,0.049962822391448745
2027,0.17144877959204619,0.09027515998656105,0.16319910195269205,0.048516443673957924
2028,0.17203440629044553,0.09068809259213609,0.16992856596897155,0.047103982564805594
2029,0.17260628907102415,0.09109144782058146,0.17649994959332177,0.04572473753467645
2030,0.17316472622599705,0.09148528828399849,0.18291687341476237,0.04437790151411492
2031,0.17371004058523426,0.09186988252007065,0.18918299366834537,0.043062720141586984
2032,0.174242538668543,0.09224543541044378,0.1953018472776424,0.041778447455265814
2033,0.1747625222038532,0.09261216287744445,0.20127689727261777,0.04052435760425845
2034,0.17527028516106363,0.09297027138474565,0.20711152274361072,0.03929974108324658
2035,0.1757661147856447,0.09331996375594667,0.21280902407194913,0.03810390525876629
2036,0.17625029152129829,0.09366143771275873,0.21837262387895412,0.03693617372095687
2037,0.17672308923489266,0.09399488642275143,0.22380546910250898,0.0357958859718806
2038,0.17718477535303523,0.09432049848808557,0.22911063270688872,0.03468239703231867
2039,0.17763561101840547,0.0946384580855175,0.23429111544031433,0.033595077082374726
2040,0.17807585123606312,0.09494894506136008,0.2393498475268948,0.03253331110373224
2041,0.17850574501807348,0.0952521350357565,0.24428969032552605,0.03149649853219764
2042,0.17892553552424834,0.09554819950131148,0.24911343794794466,0.030484052917889946
2043,0.17933546019971347,0.095837305920287,0.25382381883926813,0.02949540159356022
2044,0.1797357509092063,0.09611961781926971,0.2584234973212476,0.028529985350666337
2045,0.18012663406822688,0.096395294881681,0.2629150750992905,0.02758725812307159
2046,0.18050833077110434,0.09666449303809424,0.26730109273405506,0.026666686678173922
2047,0.1808810569160541,0.09692736455443456,0.2715840310784618,0.02576775031529497
2048,0.18124502332729586,0.09718405811810435,0.27576631268093293,0.024889940571157333
2049,0.18160043587430152,0.09743471892208509,0.27985030315565257,0.024032760932283667
2050,0.18194749558824075,0.09767948874706246,0.2838383125206235,0.023195726554154937
