,Electricity,Natural gas,Oil fuel,Wood fuel
2018,0.1642197078,0.07765565434999999,0.0899524772,0.061489999999999996
2019,0.1665810078,0.08892155435,0.1045487772,0.061489999999999996
2020,0.18310053346132726,0.08541104548447431,0.10665896535509031,0.06648324678878625
2021,0.19530175242425635,0.08599548227860634,0.11207709806365353,0.06997851954093662
2022,0.20830287762686506,0.08545675064080682,0.11643954176152216,0.07377338710041417
2023,0.22069799438868198,0.0852374364287628,0.12095614818134227,0.07737351803512904
2024,0.23288487992665818,0.08493845893812613,0.1252956324736409,0.08091822393048839
2025,0.24476238132893208,0.08466995985742856,0.12955275521160134,0.08437155340961297
2026,0.2563670914057774,0.08440128657846836,0.1337044018870943,0.08774595463674717
2027,0.26769731383818307,0.08414072053140789,0.13775997769918868,0.09104043445510476
2028,0.2787617412616153,0.08388578251314631,0.14171982537003786,0.09425765865928132
2029,0.2895660005147674,0.08363697306765687,0.14558672420889773,0.09739922515316143
2030,0.30011637739630054,0.08339397319088362,0.14936271226722894,0.10046697223400519
2031,0.3104187912117248,0.08315669472686021,0.15304996659455294,0.10346261814394345
2032,0.3204790826405357,0.08292498983531504,0.15665056139942918,0.10638786199272804
2033,0.3303029383708679,0.0826987312259471,0.16016653643122003,0.10924435708256058
2034,0.3398959160678794,0.08247778987867235,0.1635998795507902,0.11203371948461521
2035,0.3492634415029771,0.08226204111105068,0.16695253299307283,0.11475752684030824
2036,0.35841081328573865,0.08205136280995133,0.17022639304495463,0.11741731983784812
2037,0.3673432054011482,0.08184563583192393,0.1734233115106882,0.12001460292216315
2038,0.3760656702632804,0.08164474380600793,0.1765450966507098,0.12255084519051943
2039,0.38458314153793355,0.08144857310379933,0.17959351423447298,0.12502748121113388
2040,0.39290043694296645,0.08125701276525599,0.18257028853091303,0.1274459118380202
2041,0.4010222609706458,0.08106995443867933,0.18547710328603711,0.12980750500240654
2042,0.4089532075493803,0.08088729231866897,0.1883156026746628,0.1321135964867363
2043,0.41669776264196784,0.08070892308648601,0.19108739223058424,0.1343654906801514
2044,0.42426030678303744,0.08053474585155515,0.1937940397546582,0.13656446131631103
2045,0.4316451175567848,0.08036466209441415,0.19643707620160877,0.13871175219384482
2046,0.43885637201649674,0.0801985756109841,0.19901799654597416,0.1408085778798816
2047,0.4458981490472069,0.08003639245815501,0.20153826062770658,0.14285612439704146
2048,0.45277443167282627,0.07987802090064854,0.2039992939778979,0.1448555498942833
2049,0.4594891093090515,0.07972337135913014,0.20640248862509958,0.14680798530198574
2050,0.4660459799633264,0.07957235635954052,0.2087492038826924,0.14871453497163276
