,Electricity,Natural gas,Oil fuel,Wood fuel
2018,0.1642197078,0.07765565434999999,0.0899524772,0.061489999999999996
2019,0.1665810078,0.08892155435,0.1045487772,0.061489999999999996
2020,0.18055564729601442,0.08670624456915606,0.10781488475107366,0.05927189671465266
2021,0.19097544594322458,0.0881973207225653,0.11404216103682523,0.05771922441490952
2022,0.20204245766019552,0.0886429403891239,0.1192831034756412,0.05603346591804554
2023,0.21260271149682197,0.08935746471713542,0.1246331277799653,0.05443421344931011
2024,0.22298298234604264,0.0899779490567143,0.12979319925147248,0.052859581927042036
2025,0.23310044047638623,0.09060520966298263,0.13484975584369502,0.05132554169489582
2026,0.24298533429691632,0.09121182285905675,0.13978256475555773,0.04982656302138109
2027,0.2526364736664802,0.09180581246000111,0.1446008012737617,0.04836308708724129
2028,0.262061192556718,0.09238539074360216,0.14930542524270743,0.04693392969149446
2029,0.2712643034096667,0.09295147273437787,0.15389958588088454,0.04553838101225393
2030,0.280251155107095,0.09350421626449315,0.15838574679922385,0.04417562443993391
2031,0.28902679122559094,0.09404397887308329,0.16276648281436917,0.042844896695914965
2032,0.29759618646684377,0.09457105345222752,0.1670442614729225,0.0415454430005753
2033,0.30596418488771465,0.0950857415619478,0.1712215052579991,0.04027652892295241
2034,0.3141355204974625,0.09558833337512096,0.1753005761453621,0.039037436570874676
2035,0.32211481499792116,0.09607911343396663,0.17928378158848687,0.037827465123462085
2036,0.32990658176287413,0.09655835926471537,0.18317337453826224,0.03664593017521228
2037,0.33751522801346506,0.09702634196212781,0.18697155507274868,0.035492163420636026
2038,0.34494505741541603,0.09748332622461868,0.19068047154332854,0.034365512256405197
2039,0.35220027248444125,0.09792957053666365,0.19430222181704576,0.033265339417708026
2040,0.35928497697128564,0.09836532730596766,0.19783885445570437,0.03219102261627768
2041,0.3662031781807136,0.09879084300873262,0.20129236987666907,0.031141954188828206
2042,0.3729587892387611,0.09920635832838016,0.2046647214837822,0.03011754075322738
2043,0.3795556313059399,0.09961210829187998,0.20795781677242187,0.029117202872895445
2044,0.38599743573863793,0.1000083224026347,0.21117351840839016,0.028140374729050868
2045,0.3922878461996648,0.10039522477030795,0.21431364528150068,0.027186503800670038
2046,0.398430420719212,0.100773034237583,0.21737997353438948,0.026255050551965423
2047,0.40442863370737236,0.10114196450394732,0.22037423756715147,0.025345488127209367
2048,0.41028587791936233,0.1015022242465666,0.22329813101836482,0.024457302052729883
2049,0.4160054663745586,0.10185401723831847,0.22615330772305992,0.02358998994591011
2050,0.4215906342304333,0.10219754246305197,0.2289413826481741,0.022743061231026807
