,Electricity,Natural gas,Oil fuel,Wood fuel
2018,0.1642197078,0.07765565434999999,0.0899524772,0.061489999999999996
2019,0.1665810078,0.08892155435,0.1045487772,0.061489999999999996
2020,0.1742690022629717,0.09136055130991715,0.09481709430967437,0.06928188534511759
2021,0.1802881493870519,0.09610964218185915,0.09194591728644644,0.0747362050866999
2022,0.18657731087891039,0.10009253497139618,0.08730853898979896,0.08065803794898926
2023,0.19260489364671302,0.10416281445949645,0.08328715638587418,0.08627598728281904
2024,0.19852227518697663,0.10808739115434163,0.07922009642303202,0.09180744668931803
2025,0.20429188961246786,0.11193357030252032,0.07528738114598281,0.09719631459400135
2026,0.2099283127261829,0.11568553141385363,0.07143637426208098,0.10246201616703443
2027,0.21543160480066603,0.11935037256179518,0.06767883631854642,0.10760300160242206
2028,0.2208057434935073,0.12292879086541426,0.06400878789941873,0.11262343083191234
2029,0.22605352943860663,0.12642319078789183,0.06042521876127502,0.1175257973601102
2030,0.2311779970472433,0.1298354436756033,0.05692580729140993,0.12231296982181106
2031,0.23618202657846582,0.13316750867607025,0.05350865559520558,0.12698762950761508
2032,0.24106845350465345,0.13642126245607922,0.05017180831099896,0.13155242785233714
2033,0.24584004032641488,0.13959854765221158,0.04691338425407915,0.13600994480880965
2034,0.25049948637171854,0.14270116081010664,0.0437315386474995,0.1403627022314154
2035,0.2550494270453067,0.14573085702358893,0.04062447222752538,0.144613162005487
2036,0.25949243594905036,0.1486893499256582,0.037590427419767,0.14876372835144067
2037,0.26383102616353976,0.15157831293474688,0.03462768812094313,0.15281674893260755
2038,0.26806765171769315,0.1543993801246677,0.031734578513671646,0.15677451625283187
2039,0.2722047089635126,0.1571541471700662,0.028909462177899168,0.16063926893390393
2040,0.2762445379352077,0.15984417224312378,0.026150741148895134,0.16441319298711496
2041,0.2801894236717655,0.16247097689652168,0.02345685501793374,0.16809842304825212
2042,0.28404159750971364,0.16503604692362575,0.020826280048429676,0.1716970435854151
2043,0.2878032383451479,0.16754083319901603,0.018257528314417255,0.17521109007793623
2044,0.29147647386619796,0.16998675249910733,0.015749146858842464,0.17864255016773503
2045,0.2950633817565002,0.1723751883035266,0.013299716871756757,0.18199336478357492
2046,0.2985659908703953,0.17470749157764476,0.010907852887791567,0.1852654292389085
2047,0.3019862823805035,0.17698498153672065,0.008572202002502794,0.1884605943039188
2048,0.3053261908983309,0.17920894639208568,0.006291443107130052,0.19158066725236605
2049,0.30858760556853926,0.1813806440797917,0.004064286141341164,0.1946274128838319
2050,0.31177237113749856,0.18350130297213452,0.001889471363538302,0.19760255452193876
