Housing type,Occupancy status,Income tenant,Income owner,Heating system,Wall,Floor,Roof,Windows,0
Multi-family,Owner-occupied,D1,D1,Air/air heat pump,0.3,0.3,0.2,1.5,1571.440236516452
Multi-family,Owner-occupied,D1,D1,Air/air heat pump,0.5,0.4,0.3,2.5,3005.962454134596
Multi-family,Owner-occupied,D1,D1,Air/air heat pump,0.9,0.6,0.3,2.6,3011.458738321975
Multi-family,Owner-occupied,D1,D1,Direct electric,0.3,0.3,0.2,1.5,1986.1796126638696
Multi-family,Owner-occupied,D1,D1,Direct electric,0.4,0.4,0.2,2.5,12551.384936947969
Multi-family,Owner-occupied,D1,D1,Direct electric,0.6,0.4,0.3,2.7,15750.03149
Multi-family,Owner-occupied,D1,D1,Direct electric,0.9,0.8,0.4,2.7,11571.89359
Multi-family,Owner-occupied,D1,D1,Direct electric,1.8,1.6,1.0,2.9,9309.862328
Multi-family,Owner-occupied,D1,D1,Gas boiler,0.3,0.3,0.2,1.5,4341.1037072
Multi-family,Owner-occupied,D1,D1,Gas boiler,0.5,0.4,0.3,2.5,19320.38491
Multi-family,Owner-occupied,D1,D1,Gas boiler,0.9,0.6,0.3,2.6,29695.48157
Multi-family,Owner-occupied,D1,D1,Gas boiler,1.6,1.1,0.4,2.7,16453.52999
Multi-family,Owner-occupied,D1,D1,Gas boiler,2.0,2.0,1.2,2.8,4889.767013
Multi-family,Owner-occupied,D1,D1,Gas boiler,2.5,2.5,2.5,4.0,1098.445667
Multi-family,Owner-occupied,D1,D1,Oil boiler,0.3,0.3,0.2,1.5,162.939671863588
Multi-family,Owner-occupied,D1,D1,Oil boiler,0.5,0.4,0.3,2.5,882.0486390399556
Multi-family,Owner-occupied,D1,D1,Oil boiler,0.9,0.6,0.3,2.6,2066.4133615703245
Multi-family,Owner-occupied,D1,D1,Oil boiler,1.6,1.1,0.4,2.7,1328.0426906913237
Multi-family,Owner-occupied,D1,D1,Oil boiler,2.0,2.0,1.2,2.8,484.84473205413053
Multi-family,Owner-occupied,D1,D1,Oil boiler,2.5,2.5,2.5,4.0,275.2004836843687
Multi-family,Owner-occupied,D1,D1,Water/air heat pump,0.4,0.4,0.2,2.4,653.6598514835482
Multi-family,Owner-occupied,D1,D1,Water/air heat pump,0.5,0.4,0.3,2.6,656.9754862015341
Multi-family,Owner-occupied,D1,D1,Water/air heat pump,1.0,0.8,0.3,2.6,513.7040086535078
Multi-family,Owner-occupied,D1,D1,Wood boiler,0.3,0.3,0.2,1.5,14.26294526136413
Multi-family,Owner-occupied,D1,D1,Wood boiler,0.5,0.4,0.3,2.5,77.21024175757529
Multi-family,Owner-occupied,D1,D1,Wood boiler,0.9,0.6,0.3,2.6,180.88376100391136
Multi-family,Owner-occupied,D1,D1,Wood boiler,1.6,1.1,0.4,2.7,116.25038878157946
Multi-family,Owner-occupied,D1,D1,Wood boiler,2.0,2.0,1.2,2.8,42.440946360431354
Multi-family,Owner-occupied,D1,D1,Wood boiler,2.5,2.5,2.5,4.0,24.089709950914898
Multi-family,Owner-occupied,D10,D10,Air/air heat pump,0.3,0.3,0.2,1.5,10003.438012224076
Multi-family,Owner-occupied,D10,D10,Air/air heat pump,0.5,0.4,0.3,2.5,17375.75094764169
Multi-family,Owner-occupied,D10,D10,Air/air heat pump,0.9,0.6,0.3,2.6,17426.06384724408
Multi-family,Owner-occupied,D10,D10,Direct electric,0.3,0.3,0.2,1.5,11480.969178261581
Multi-family,Owner-occupied,D10,D10,Direct electric,0.4,0.4,0.2,2.5,72629.66365744306
Multi-family,Owner-occupied,D10,D10,Direct electric,0.6,0.4,0.3,2.7,66784.65787
Multi-family,Owner-occupied,D10,D10,Direct electric,0.9,0.8,0.4,2.7,45159.47582
Multi-family,Owner-occupied,D10,D10,Direct electric,1.8,1.6,1.0,2.9,32133.44958
Multi-family,Owner-occupied,D10,D10,Gas boiler,0.3,0.3,0.2,1.5,29993.827056
Multi-family,Owner-occupied,D10,D10,Gas boiler,0.5,0.4,0.3,2.5,117279.6952
Multi-family,Owner-occupied,D10,D10,Gas boiler,0.9,0.6,0.3,2.6,187326.8782
Multi-family,Owner-occupied,D10,D10,Gas boiler,1.6,1.1,0.4,2.7,85837.28771
Multi-family,Owner-occupied,D10,D10,Gas boiler,2.0,2.0,1.2,2.8,22594.12693
Multi-family,Owner-occupied,D10,D10,Gas boiler,2.5,2.5,2.5,4.0,4352.329162
Multi-family,Owner-occupied,D10,D10,Oil boiler,0.3,0.3,0.2,1.5,1209.585796169056
Multi-family,Owner-occupied,D10,D10,Oil boiler,0.5,0.4,0.3,2.5,6071.405706929946
Multi-family,Owner-occupied,D10,D10,Oil boiler,0.9,0.6,0.3,2.6,14074.36452885202
Multi-family,Owner-occupied,D10,D10,Oil boiler,1.6,1.1,0.4,2.7,7168.624790801663
Multi-family,Owner-occupied,D10,D10,Oil boiler,2.0,2.0,1.2,2.8,2060.8487786021683
Multi-family,Owner-occupied,D10,D10,Oil boiler,2.5,2.5,2.5,4.0,711.8962733320709
Multi-family,Owner-occupied,D10,D10,Water/air heat pump,0.4,0.4,0.2,2.4,3978.1844597759246
Multi-family,Owner-occupied,D10,D10,Water/air heat pump,0.5,0.4,0.3,2.6,3797.5998040967297
Multi-family,Owner-occupied,D10,D10,Water/air heat pump,1.0,0.8,0.3,2.6,2972.592232284523
Multi-family,Owner-occupied,D10,D10,Wood boiler,0.3,0.3,0.2,1.5,105.88124919096605
Multi-family,Owner-occupied,D10,D10,Wood boiler,0.5,0.4,0.3,2.5,531.4612842105962
Multi-family,Owner-occupied,D10,D10,Wood boiler,0.9,0.6,0.3,2.6,1232.0013202896414
Multi-family,Owner-occupied,D10,D10,Wood boiler,1.6,1.1,0.4,2.7,627.5064987000923
Multi-family,Owner-occupied,D10,D10,Wood boiler,2.0,2.0,1.2,2.8,180.39666451372338
Multi-family,Owner-occupied,D10,D10,Wood boiler,2.5,2.5,2.5,4.0,62.31593240721074
Multi-family,Owner-occupied,D2,D2,Air/air heat pump,0.3,0.3,0.2,1.5,2557.192844849962
Multi-family,Owner-occupied,D2,D2,Air/air heat pump,0.5,0.4,0.3,2.5,4068.056437255109
Multi-family,Owner-occupied,D2,D2,Air/air heat pump,0.9,0.6,0.3,2.6,3956.694590002449
Multi-family,Owner-occupied,D2,D2,Direct electric,0.3,0.3,0.2,1.5,2687.954650840202
Multi-family,Owner-occupied,D2,D2,Direct electric,0.4,0.4,0.2,2.5,16491.01023536938
Multi-family,Owner-occupied,D2,D2,Direct electric,0.6,0.4,0.3,2.7,17257.29453
Multi-family,Owner-occupied,D2,D2,Direct electric,0.9,0.8,0.4,2.7,8602.815781
Multi-family,Owner-occupied,D2,D2,Direct electric,1.8,1.6,1.0,2.9,5645.538366
Multi-family,Owner-occupied,D2,D2,Gas boiler,0.3,0.3,0.2,1.5,6893.017873000001
Multi-family,Owner-occupied,D2,D2,Gas boiler,0.5,0.4,0.3,2.5,24239.49234
Multi-family,Owner-occupied,D2,D2,Gas boiler,0.9,0.6,0.3,2.6,36535.78419
Multi-family,Owner-occupied,D2,D2,Gas boiler,1.6,1.1,0.4,2.7,18781.46586
Multi-family,Owner-occupied,D2,D2,Gas boiler,2.0,2.0,1.2,2.8,4602.666069
Multi-family,Owner-occupied,D2,D2,Gas boiler,2.5,2.5,2.5,4.0,1102.358821
Multi-family,Owner-occupied,D2,D2,Oil boiler,0.3,0.3,0.2,1.5,243.3461710734134
Multi-family,Owner-occupied,D2,D2,Oil boiler,0.5,0.4,0.3,2.5,1260.9455772758354
Multi-family,Owner-occupied,D2,D2,Oil boiler,0.9,0.6,0.3,2.6,2799.9364021476176
Multi-family,Owner-occupied,D2,D2,Oil boiler,1.6,1.1,0.4,2.7,1638.6662833601988
Multi-family,Owner-occupied,D2,D2,Oil boiler,2.0,2.0,1.2,2.8,527.3656026168574
Multi-family,Owner-occupied,D2,D2,Oil boiler,2.5,2.5,2.5,4.0,249.3907157415738
Multi-family,Owner-occupied,D2,D2,Water/air heat pump,0.4,0.4,0.2,2.4,1044.4187541500378
Multi-family,Owner-occupied,D2,D2,Water/air heat pump,0.5,0.4,0.3,2.6,889.1040379046884
Multi-family,Owner-occupied,D2,D2,Water/air heat pump,1.0,0.8,0.3,2.6,674.9452835055215
Multi-family,Owner-occupied,D2,D2,Wood boiler,0.3,0.3,0.2,1.5,21.30133857449035
Multi-family,Owner-occupied,D2,D2,Wood boiler,0.5,0.4,0.3,2.5,110.37703427622704
Multi-family,Owner-occupied,D2,D2,Wood boiler,0.9,0.6,0.3,2.6,245.09279528048825
Multi-family,Owner-occupied,D2,D2,Wood boiler,1.6,1.1,0.4,2.7,143.4408651612885
Multi-family,Owner-occupied,D2,D2,Wood boiler,2.0,2.0,1.2,2.8,46.16301626744244
Multi-family,Owner-occupied,D2,D2,Wood boiler,2.5,2.5,2.5,4.0,21.830448574196375
Multi-family,Owner-occupied,D3,D3,Air/air heat pump,0.3,0.3,0.2,1.5,3185.382340647282
Multi-family,Owner-occupied,D3,D3,Air/air heat pump,0.5,0.4,0.3,2.5,4859.011534956592
Multi-family,Owner-occupied,D3,D3,Air/air heat pump,0.9,0.6,0.3,2.6,4587.2820653776325
Multi-family,Owner-occupied,D3,D3,Direct electric,0.3,0.3,0.2,1.5,3210.5755795967866
Multi-family,Owner-occupied,D3,D3,Direct electric,0.4,0.4,0.2,2.5,19119.220291557078
Multi-family,Owner-occupied,D3,D3,Direct electric,0.6,0.4,0.3,2.7,20299.21098
Multi-family,Owner-occupied,D3,D3,Direct electric,0.9,0.8,0.4,2.7,9771.823223
Multi-family,Owner-occupied,D3,D3,Direct electric,1.8,1.6,1.0,2.9,6431.35825
Multi-family,Owner-occupied,D3,D3,Gas boiler,0.3,0.3,0.2,1.5,8506.075723
Multi-family,Owner-occupied,D3,D3,Gas boiler,0.5,0.4,0.3,2.5,29648.97429
Multi-family,Owner-occupied,D3,D3,Gas boiler,0.9,0.6,0.3,2.6,46755.51975
Multi-family,Owner-occupied,D3,D3,Gas boiler,1.6,1.1,0.4,2.7,24031.92277
Multi-family,Owner-occupied,D3,D3,Gas boiler,2.0,2.0,1.2,2.8,5676.819601
Multi-family,Owner-occupied,D3,D3,Gas boiler,2.5,2.5,2.5,4.0,1235.620609
Multi-family,Owner-occupied,D3,D3,Oil boiler,0.3,0.3,0.2,1.5,303.2817325301338
Multi-family,Owner-occupied,D3,D3,Oil boiler,0.5,0.4,0.3,2.5,1536.4684338395457
Multi-family,Owner-occupied,D3,D3,Oil boiler,0.9,0.6,0.3,2.6,3402.575600746716
Multi-family,Owner-occupied,D3,D3,Oil boiler,1.6,1.1,0.4,2.7,1998.5244441163904
Multi-family,Owner-occupied,D3,D3,Oil boiler,2.0,2.0,1.2,2.8,649.0623492157557
Multi-family,Owner-occupied,D3,D3,Oil boiler,2.5,2.5,2.5,4.0,313.23435754474684
Multi-family,Owner-occupied,D3,D3,Water/air heat pump,0.4,0.4,0.2,2.4,1293.4389463527182
Multi-family,Owner-occupied,D3,D3,Water/air heat pump,0.5,0.4,0.3,2.6,1061.97316644662
Multi-family,Owner-occupied,D3,D3,Water/air heat pump,1.0,0.8,0.3,2.6,782.5128585762754
Multi-family,Owner-occupied,D3,D3,Wood boiler,0.3,0.3,0.2,1.5,26.547805702410006
Multi-family,Owner-occupied,D3,D3,Wood boiler,0.5,0.4,0.3,2.5,134.49496317885092
Multi-family,Owner-occupied,D3,D3,Wood boiler,0.9,0.6,0.3,2.6,297.84489551282036
Multi-family,Owner-occupied,D3,D3,Wood boiler,1.6,1.1,0.4,2.7,174.94109582959223
Multi-family,Owner-occupied,D3,D3,Wood boiler,2.0,2.0,1.2,2.8,56.81575672882836
Multi-family,Owner-occupied,D3,D3,Wood boiler,2.5,2.5,2.5,4.0,27.419010020957746
Multi-family,Owner-occupied,D4,D4,Air/air heat pump,0.3,0.3,0.2,1.5,3599.4722298131874
Multi-family,Owner-occupied,D4,D4,Air/air heat pump,0.5,0.4,0.3,2.5,5772.914081381469
Multi-family,Owner-occupied,D4,D4,Air/air heat pump,0.9,0.6,0.3,2.6,5746.72607578075
Multi-family,Owner-occupied,D4,D4,Direct electric,0.3,0.3,0.2,1.5,3814.433622858098
Multi-family,Owner-occupied,D4,D4,Direct electric,0.4,0.4,0.2,2.5,23951.638515396713
Multi-family,Owner-occupied,D4,D4,Direct electric,0.6,0.4,0.3,2.7,25322.6106
Multi-family,Owner-occupied,D4,D4,Direct electric,0.9,0.8,0.4,2.7,11131.44464
Multi-family,Owner-occupied,D4,D4,Direct electric,1.8,1.6,1.0,2.9,6834.086923
Multi-family,Owner-occupied,D4,D4,Gas boiler,0.3,0.3,0.2,1.5,10178.098971000001
Multi-family,Owner-occupied,D4,D4,Gas boiler,0.5,0.4,0.3,2.5,35817.73633
Multi-family,Owner-occupied,D4,D4,Gas boiler,0.9,0.6,0.3,2.6,56768.52853
Multi-family,Owner-occupied,D4,D4,Gas boiler,1.6,1.1,0.4,2.7,28634.60599
Multi-family,Owner-occupied,D4,D4,Gas boiler,2.0,2.0,1.2,2.8,6729.6669
Multi-family,Owner-occupied,D4,D4,Gas boiler,2.5,2.5,2.5,4.0,1425.332495
Multi-family,Owner-occupied,D4,D4,Oil boiler,0.3,0.3,0.2,1.5,336.56452073646705
Multi-family,Owner-occupied,D4,D4,Oil boiler,0.5,0.4,0.3,2.5,1823.4169523689363
Multi-family,Owner-occupied,D4,D4,Oil boiler,0.9,0.6,0.3,2.6,4048.627959093251
Multi-family,Owner-occupied,D4,D4,Oil boiler,1.6,1.1,0.4,2.7,2345.299227215501
Multi-family,Owner-occupied,D4,D4,Oil boiler,2.0,2.0,1.2,2.8,738.9584092269282
Multi-family,Owner-occupied,D4,D4,Oil boiler,2.5,2.5,2.5,4.0,336.01688852604315
Multi-family,Owner-occupied,D4,D4,Water/air heat pump,0.4,0.4,0.2,2.4,1462.6402711868122
Multi-family,Owner-occupied,D4,D4,Water/air heat pump,0.5,0.4,0.3,2.6,1261.713375760432
Multi-family,Owner-occupied,D4,D4,Water/air heat pump,1.0,0.8,0.3,2.6,980.2944281438743
Multi-family,Owner-occupied,D4,D4,Wood boiler,0.3,0.3,0.2,1.5,29.461218874924132
Multi-family,Owner-occupied,D4,D4,Wood boiler,0.5,0.4,0.3,2.5,159.61303888014874
Multi-family,Owner-occupied,D4,D4,Wood boiler,0.9,0.6,0.3,2.6,354.3971723014114
Multi-family,Owner-occupied,D4,D4,Wood boiler,1.6,1.1,0.4,2.7,205.29607134166287
Multi-family,Owner-occupied,D4,D4,Wood boiler,2.0,2.0,1.2,2.8,64.68481997467246
Multi-family,Owner-occupied,D4,D4,Wood boiler,2.5,2.5,2.5,4.0,29.413281818519756
Multi-family,Owner-occupied,D5,D5,Air/air heat pump,0.3,0.3,0.2,1.5,4685.080100317011
Multi-family,Owner-occupied,D5,D5,Air/air heat pump,0.5,0.4,0.3,2.5,6489.952011934317
Multi-family,Owner-occupied,D5,D5,Air/air heat pump,0.9,0.6,0.3,2.6,6781.256661894365
Multi-family,Owner-occupied,D5,D5,Direct electric,0.3,0.3,0.2,1.5,4288.214031263355
Multi-family,Owner-occupied,D5,D5,Direct electric,0.4,0.4,0.2,2.5,28263.433145063023
Multi-family,Owner-occupied,D5,D5,Direct electric,0.6,0.4,0.3,2.7,30021.25859
Multi-family,Owner-occupied,D5,D5,Direct electric,0.9,0.8,0.4,2.7,13027.07168
Multi-family,Owner-occupied,D5,D5,Direct electric,1.8,1.6,1.0,2.9,8006.179616
Multi-family,Owner-occupied,D5,D5,Gas boiler,0.3,0.3,0.2,1.5,12410.478074
Multi-family,Owner-occupied,D5,D5,Gas boiler,0.5,0.4,0.3,2.5,42118.55369
Multi-family,Owner-occupied,D5,D5,Gas boiler,0.9,0.6,0.3,2.6,65174.86673
Multi-family,Owner-occupied,D5,D5,Gas boiler,1.6,1.1,0.4,2.7,32873.50862
Multi-family,Owner-occupied,D5,D5,Gas boiler,2.0,2.0,1.2,2.8,7624.36063
Multi-family,Owner-occupied,D5,D5,Gas boiler,2.5,2.5,2.5,4.0,1480.486827
Multi-family,Owner-occupied,D5,D5,Oil boiler,0.3,0.3,0.2,1.5,388.6326854444652
Multi-family,Owner-occupied,D5,D5,Oil boiler,0.5,0.4,0.3,2.5,2114.698883095221
Multi-family,Owner-occupied,D5,D5,Oil boiler,0.9,0.6,0.3,2.6,4651.877267871513
Multi-family,Owner-occupied,D5,D5,Oil boiler,1.6,1.1,0.4,2.7,2671.6918849019007
Multi-family,Owner-occupied,D5,D5,Oil boiler,2.0,2.0,1.2,2.8,799.1459536892501
Multi-family,Owner-occupied,D5,D5,Oil boiler,2.5,2.5,2.5,4.0,378.93748871922793
Multi-family,Owner-occupied,D5,D5,Water/air heat pump,0.4,0.4,0.2,2.4,1894.6839156829892
Multi-family,Owner-occupied,D5,D5,Water/air heat pump,0.5,0.4,0.3,2.6,1418.4273568023275
Multi-family,Owner-occupied,D5,D5,Water/air heat pump,1.0,0.8,0.3,2.6,1156.7678768411504
Multi-family,Owner-occupied,D5,D5,Wood boiler,0.3,0.3,0.2,1.5,34.01901241038434
Multi-family,Owner-occupied,D5,D5,Wood boiler,0.5,0.4,0.3,2.5,185.11044037885563
Multi-family,Owner-occupied,D5,D5,Wood boiler,0.9,0.6,0.3,2.6,407.20267860722623
Multi-family,Owner-occupied,D5,D5,Wood boiler,1.6,1.1,0.4,2.7,233.86689486823582
Multi-family,Owner-occupied,D5,D5,Wood boiler,2.0,2.0,1.2,2.8,69.95334446759465
Multi-family,Owner-occupied,D5,D5,Wood boiler,2.5,2.5,2.5,4.0,33.170342110458954
Multi-family,Owner-occupied,D6,D6,Air/air heat pump,0.3,0.3,0.2,1.5,6393.703349274343
Multi-family,Owner-occupied,D6,D6,Air/air heat pump,0.5,0.4,0.3,2.5,7773.675095873576
Multi-family,Owner-occupied,D6,D6,Air/air heat pump,0.9,0.6,0.3,2.6,7846.230457029462
Multi-family,Owner-occupied,D6,D6,Direct electric,0.3,0.3,0.2,1.5,5136.429754689679
Multi-family,Owner-occupied,D6,D6,Direct electric,0.4,0.4,0.2,2.5,32702.111278156484
Multi-family,Owner-occupied,D6,D6,Direct electric,0.6,0.4,0.3,2.7,34082.12754
Multi-family,Owner-occupied,D6,D6,Direct electric,0.9,0.8,0.4,2.7,14848.24833
Multi-family,Owner-occupied,D6,D6,Direct electric,1.8,1.6,1.0,2.9,9066.658143
Multi-family,Owner-occupied,D6,D6,Gas boiler,0.3,0.3,0.2,1.5,16171.616013
Multi-family,Owner-occupied,D6,D6,Gas boiler,0.5,0.4,0.3,2.5,49661.49829
Multi-family,Owner-occupied,D6,D6,Gas boiler,0.9,0.6,0.3,2.6,74833.85458
Multi-family,Owner-occupied,D6,D6,Gas boiler,1.6,1.1,0.4,2.7,37195.6846
Multi-family,Owner-occupied,D6,D6,Gas boiler,2.0,2.0,1.2,2.8,8384.0815
Multi-family,Owner-occupied,D6,D6,Gas boiler,2.5,2.5,2.5,4.0,1613.510433
Multi-family,Owner-occupied,D6,D6,Oil boiler,0.3,0.3,0.2,1.5,528.7570835115365
Multi-family,Owner-occupied,D6,D6,Oil boiler,0.5,0.4,0.3,2.5,2500.2432564050305
Multi-family,Owner-occupied,D6,D6,Oil boiler,0.9,0.6,0.3,2.6,5380.567218667584
Multi-family,Owner-occupied,D6,D6,Oil boiler,1.6,1.1,0.4,2.7,3006.9868047082955
Multi-family,Owner-occupied,D6,D6,Oil boiler,2.0,2.0,1.2,2.8,859.692833992623
Multi-family,Owner-occupied,D6,D6,Oil boiler,2.5,2.5,2.5,4.0,372.01324656367245
Multi-family,Owner-occupied,D6,D6,Water/air heat pump,0.4,0.4,0.2,2.4,2573.657147725657
Multi-family,Owner-occupied,D6,D6,Water/air heat pump,0.5,0.4,0.3,2.6,1698.994599436744
Multi-family,Owner-occupied,D6,D6,Water/air heat pump,1.0,0.8,0.3,2.6,1338.4344229272774
Multi-family,Owner-occupied,D6,D6,Wood boiler,0.3,0.3,0.2,1.5,46.28481972761916
Multi-family,Owner-occupied,D6,D6,Wood boiler,0.5,0.4,0.3,2.5,218.8591169868979
Multi-family,Owner-occupied,D6,D6,Wood boiler,0.9,0.6,0.3,2.6,470.98864774439045
Multi-family,Owner-occupied,D6,D6,Wood boiler,1.6,1.1,0.4,2.7,263.21697906145664
Multi-family,Owner-occupied,D6,D6,Wood boiler,2.0,2.0,1.2,2.8,75.25332346986217
Multi-family,Owner-occupied,D6,D6,Wood boiler,2.5,2.5,2.5,4.0,32.564227677358836
Multi-family,Owner-occupied,D7,D7,Air/air heat pump,0.3,0.3,0.2,1.5,6634.692465520243
Multi-family,Owner-occupied,D7,D7,Air/air heat pump,0.5,0.4,0.3,2.5,8965.858215445043
Multi-family,Owner-occupied,D7,D7,Air/air heat pump,0.9,0.6,0.3,2.6,9148.689401510308
Multi-family,Owner-occupied,D7,D7,Direct electric,0.3,0.3,0.2,1.5,5924.16075359085
Multi-family,Owner-occupied,D7,D7,Direct electric,0.4,0.4,0.2,2.5,38130.597934380494
Multi-family,Owner-occupied,D7,D7,Direct electric,0.6,0.4,0.3,2.7,38790.82174
Multi-family,Owner-occupied,D7,D7,Direct electric,0.9,0.8,0.4,2.7,16773.37225
Multi-family,Owner-occupied,D7,D7,Direct electric,1.8,1.6,1.0,2.9,10793.16151
Multi-family,Owner-occupied,D7,D7,Gas boiler,0.3,0.3,0.2,1.5,18251.496688
Multi-family,Owner-occupied,D7,D7,Gas boiler,0.5,0.4,0.3,2.5,57206.28971
Multi-family,Owner-occupied,D7,D7,Gas boiler,0.9,0.6,0.3,2.6,84507.11869
Multi-family,Owner-occupied,D7,D7,Gas boiler,1.6,1.1,0.4,2.7,41121.80065
Multi-family,Owner-occupied,D7,D7,Gas boiler,2.0,2.0,1.2,2.8,9594.253982
Multi-family,Owner-occupied,D7,D7,Gas boiler,2.5,2.5,2.5,4.0,1800.560832
Multi-family,Owner-occupied,D7,D7,Oil boiler,0.3,0.3,0.2,1.5,596.9943505910213
Multi-family,Owner-occupied,D7,D7,Oil boiler,0.5,0.4,0.3,2.5,2868.340098910796
Multi-family,Owner-occupied,D7,D7,Oil boiler,0.9,0.6,0.3,2.6,6152.376888559653
Multi-family,Owner-occupied,D7,D7,Oil boiler,1.6,1.1,0.4,2.7,3359.823155009612
Multi-family,Owner-occupied,D7,D7,Oil boiler,2.0,2.0,1.2,2.8,950.0040449039851
Multi-family,Owner-occupied,D7,D7,Oil boiler,2.5,2.5,2.5,4.0,400.9786083104476
Multi-family,Owner-occupied,D7,D7,Water/air heat pump,0.4,0.4,0.2,2.4,2664.9873354797573
Multi-family,Owner-occupied,D7,D7,Water/air heat pump,0.5,0.4,0.3,2.6,1959.5551009641047
Multi-family,Owner-occupied,D7,D7,Water/air heat pump,1.0,0.8,0.3,2.6,1560.6119252692972
Multi-family,Owner-occupied,D7,D7,Wood boiler,0.3,0.3,0.2,1.5,52.25797773148814
Multi-family,Owner-occupied,D7,D7,Wood boiler,0.5,0.4,0.3,2.5,251.08052172825572
Multi-family,Owner-occupied,D7,D7,Wood boiler,0.9,0.6,0.3,2.6,538.549107072418
Multi-family,Owner-occupied,D7,D7,Wood boiler,1.6,1.1,0.4,2.7,294.1025546429537
Multi-family,Owner-occupied,D7,D7,Wood boiler,2.0,2.0,1.2,2.8,83.15872700347589
Multi-family,Owner-occupied,D7,D7,Wood boiler,2.5,2.5,2.5,4.0,35.09971436605019
Multi-family,Owner-occupied,D8,D8,Air/air heat pump,0.3,0.3,0.2,1.5,8523.807151082736
Multi-family,Owner-occupied,D8,D8,Air/air heat pump,0.5,0.4,0.3,2.5,11123.683017857875
Multi-family,Owner-occupied,D8,D8,Air/air heat pump,0.9,0.6,0.3,2.6,11078.666043865003
Multi-family,Owner-occupied,D8,D8,Direct electric,0.3,0.3,0.2,1.5,7349.9362566606915
Multi-family,Owner-occupied,D8,D8,Direct electric,0.4,0.4,0.2,2.5,46174.50019651476
Multi-family,Owner-occupied,D8,D8,Direct electric,0.6,0.4,0.3,2.7,45088.26683
Multi-family,Owner-occupied,D8,D8,Direct electric,0.9,0.8,0.4,2.7,19584.48639
Multi-family,Owner-occupied,D8,D8,Direct electric,1.8,1.6,1.0,2.9,12390.53644
Multi-family,Owner-occupied,D8,D8,Gas boiler,0.3,0.3,0.2,1.5,22188.512631
Multi-family,Owner-occupied,D8,D8,Gas boiler,0.5,0.4,0.3,2.5,67996.04548
Multi-family,Owner-occupied,D8,D8,Gas boiler,0.9,0.6,0.3,2.6,101520.3651
Multi-family,Owner-occupied,D8,D8,Gas boiler,1.6,1.1,0.4,2.7,48926.36393
Multi-family,Owner-occupied,D8,D8,Gas boiler,2.0,2.0,1.2,2.8,11215.38909
Multi-family,Owner-occupied,D8,D8,Gas boiler,2.5,2.5,2.5,4.0,2099.043109
Multi-family,Owner-occupied,D8,D8,Oil boiler,0.3,0.3,0.2,1.5,781.81447860682
Multi-family,Owner-occupied,D8,D8,Oil boiler,0.5,0.4,0.3,2.5,3503.6317779035294
Multi-family,Owner-occupied,D8,D8,Oil boiler,0.9,0.6,0.3,2.6,7367.658958826336
Multi-family,Owner-occupied,D8,D8,Oil boiler,1.6,1.1,0.4,2.7,3941.636193892383
Multi-family,Owner-occupied,D8,D8,Oil boiler,2.0,2.0,1.2,2.8,1088.1838092213209
Multi-family,Owner-occupied,D8,D8,Oil boiler,2.5,2.5,2.5,4.0,427.5984741707992
Multi-family,Owner-occupied,D8,D8,Water/air heat pump,0.4,0.4,0.2,2.4,3416.655032917265
Multi-family,Owner-occupied,D8,D8,Water/air heat pump,0.5,0.4,0.3,2.6,2431.163785481434
Multi-family,Owner-occupied,D8,D8,Water/air heat pump,1.0,0.8,0.3,2.6,1889.8333504772304
Multi-family,Owner-occupied,D8,D8,Wood boiler,0.3,0.3,0.2,1.5,68.43623155351962
Multi-family,Owner-occupied,D8,D8,Wood boiler,0.5,0.4,0.3,2.5,306.69086105715405
Multi-family,Owner-occupied,D8,D8,Wood boiler,0.9,0.6,0.3,2.6,644.9289803536315
Multi-family,Owner-occupied,D8,D8,Wood boiler,1.6,1.1,0.4,2.7,345.03163428956196
Multi-family,Owner-occupied,D8,D8,Wood boiler,2.0,2.0,1.2,2.8,95.2543105537873
Multi-family,Owner-occupied,D8,D8,Wood boiler,2.5,2.5,2.5,4.0,37.42988776881066
Multi-family,Owner-occupied,D9,D9,Air/air heat pump,0.3,0.3,0.2,1.5,9155.499423392432
Multi-family,Owner-occupied,D9,D9,Air/air heat pump,0.5,0.4,0.3,2.5,12775.98449281444
Multi-family,Owner-occupied,D9,D9,Air/air heat pump,0.9,0.6,0.3,2.6,13033.504709281326
Multi-family,Owner-occupied,D9,D9,Direct electric,0.3,0.3,0.2,1.5,8441.688916118968
Multi-family,Owner-occupied,D9,D9,Direct electric,0.4,0.4,0.2,2.5,54322.024274145544
Multi-family,Owner-occupied,D9,D9,Direct electric,0.6,0.4,0.3,2.7,52587.56519
Multi-family,Owner-occupied,D9,D9,Direct electric,0.9,0.8,0.4,2.7,25183.14587
Multi-family,Owner-occupied,D9,D9,Direct electric,1.8,1.6,1.0,2.9,15959.5019
Multi-family,Owner-occupied,D9,D9,Gas boiler,0.3,0.3,0.2,1.5,24895.242056000003
Multi-family,Owner-occupied,D9,D9,Gas boiler,0.5,0.4,0.3,2.5,82934.36002
Multi-family,Owner-occupied,D9,D9,Gas boiler,0.9,0.6,0.3,2.6,125436.3718
Multi-family,Owner-occupied,D9,D9,Gas boiler,1.6,1.1,0.4,2.7,58101.19003
Multi-family,Owner-occupied,D9,D9,Gas boiler,2.0,2.0,1.2,2.8,14064.99784
Multi-family,Owner-occupied,D9,D9,Gas boiler,2.5,2.5,2.5,4.0,2685.951704
