Housing type,Occupancy status,Income tenant,Income owner,Heating system,Wall,Floor,Roof,Windows,0
Multi-family,Privately rented,D2,D6,Wood boiler,2.5,2.5,2.5,4.0,4.310662562030682
Multi-family,Privately rented,D2,D7,Air/air heat pump,0.3,0.3,0.2,1.5,635.7399606841648
Multi-family,Privately rented,D2,D7,Air/air heat pump,0.5,0.4,0.3,2.5,1043.3251726340982
Multi-family,Privately rented,D2,D7,Air/air heat pump,0.9,0.6,0.3,2.6,1389.9017911123779
Multi-family,Privately rented,D2,D7,Direct electric,0.3,0.3,0.2,1.5,689.3736095787146
Multi-family,Privately rented,D2,D7,Direct electric,0.4,0.4,0.2,2.5,5792.937549768852
Multi-family,Privately rented,D2,D7,Direct electric,0.6,0.4,0.3,2.7,7520.193752397874
Multi-family,Privately rented,D2,D7,Direct electric,0.9,0.8,0.4,2.7,4666.30024234904
Multi-family,Privately rented,D2,D7,Direct electric,1.8,1.6,1.0,2.9,3822.006009613579
Multi-family,Privately rented,D2,D7,Gas boiler,0.3,0.3,0.2,1.5,1250.337044245737
Multi-family,Privately rented,D2,D7,Gas boiler,0.5,0.4,0.3,2.5,3887.3960265714654
Multi-family,Privately rented,D2,D7,Gas boiler,0.9,0.6,0.3,2.6,6260.9025663259445
Multi-family,Privately rented,D2,D7,Gas boiler,1.6,1.1,0.4,2.7,4146.00454597712
Multi-family,Privately rented,D2,D7,Gas boiler,2.0,2.0,1.2,2.8,1290.235309743497
Multi-family,Privately rented,D2,D7,Gas boiler,2.5,2.5,2.5,4.0,345.597864725506
Multi-family,Privately rented,D2,D7,Oil boiler,0.3,0.3,0.2,1.5,51.32899592264713
Multi-family,Privately rented,D2,D7,Oil boiler,0.5,0.4,0.3,2.5,232.03071643244078
Multi-family,Privately rented,D2,D7,Oil boiler,0.9,0.6,0.3,2.6,497.35538809072943
Multi-family,Privately rented,D2,D7,Oil boiler,1.6,1.1,0.4,2.7,344.684252648481
Multi-family,Privately rented,D2,D7,Oil boiler,2.0,2.0,1.2,2.8,131.6801371107013
Multi-family,Privately rented,D2,D7,Oil boiler,2.5,2.5,2.5,4.0,83.27705333291284
Multi-family,Privately rented,D2,D7,Water/air heat pump,0.4,0.4,0.2,2.4,251.86674421615044
Multi-family,Privately rented,D2,D7,Water/air heat pump,0.5,0.4,0.3,2.6,228.02648835975603
Multi-family,Privately rented,D2,D7,Water/air heat pump,1.0,0.8,0.3,2.6,237.09377539968165
Multi-family,Privately rented,D2,D7,Wood boiler,0.3,0.3,0.2,1.5,4.493090300184293
Multi-family,Privately rented,D2,D7,Wood boiler,0.5,0.4,0.3,2.5,20.310838788245807
Multi-family,Privately rented,D2,D7,Wood boiler,0.9,0.6,0.3,2.6,43.536068255503984
Multi-family,Privately rented,D2,D7,Wood boiler,1.6,1.1,0.4,2.7,30.171980658555093
Multi-family,Privately rented,D2,D7,Wood boiler,2.0,2.0,1.2,2.8,11.526637841711308
Multi-family,Privately rented,D2,D7,Wood boiler,2.5,2.5,2.5,4.0,7.289667639747278
Multi-family,Privately rented,D2,D8,Air/air heat pump,0.3,0.3,0.2,1.5,1247.4042591522134
Multi-family,Privately rented,D2,D8,Air/air heat pump,0.5,0.4,0.3,2.5,1373.3576202938148
Multi-family,Privately rented,D2,D8,Air/air heat pump,0.9,0.6,0.3,2.6,2135.1534332978977
Multi-family,Privately rented,D2,D8,Direct electric,0.3,0.3,0.2,1.5,907.4414427805773
Multi-family,Privately rented,D2,D8,Direct electric,0.4,0.4,0.2,2.5,8899.053571526205
Multi-family,Privately rented,D2,D8,Direct electric,0.6,0.4,0.3,2.7,11512.590535198367
Multi-family,Privately rented,D2,D8,Direct electric,0.9,0.8,0.4,2.7,7013.029044133542
Multi-family,Privately rented,D2,D8,Direct electric,1.8,1.6,1.0,2.9,5690.1889258938945
Multi-family,Privately rented,D2,D8,Gas boiler,0.3,0.3,0.2,1.5,2162.2690672618796
Multi-family,Privately rented,D2,D8,Gas boiler,0.5,0.4,0.3,2.5,5409.986352744994
Multi-family,Privately rented,D2,D8,Gas boiler,0.9,0.6,0.3,2.6,9188.690963444964
Multi-family,Privately rented,D2,D8,Gas boiler,1.6,1.1,0.4,2.7,5995.8606242818305
Multi-family,Privately rented,D2,D8,Gas boiler,2.0,2.0,1.2,2.8,1920.39490149336
Multi-family,Privately rented,D2,D8,Gas boiler,2.5,2.5,2.5,4.0,543.6879694664208
Multi-family,Privately rented,D2,D8,Oil boiler,0.3,0.3,0.2,1.5,72.39996341626484
Multi-family,Privately rented,D2,D8,Oil boiler,0.5,0.4,0.3,2.5,338.05565406917736
Multi-family,Privately rented,D2,D8,Oil boiler,0.9,0.6,0.3,2.6,694.3773463697357
Multi-family,Privately rented,D2,D8,Oil boiler,1.6,1.1,0.4,2.7,507.94567062326763
Multi-family,Privately rented,D2,D8,Oil boiler,2.0,2.0,1.2,2.8,194.5217762861831
Multi-family,Privately rented,D2,D8,Oil boiler,2.5,2.5,2.5,4.0,102.81638133690085
Multi-family,Privately rented,D2,D8,Water/air heat pump,0.4,0.4,0.2,2.4,504.6626550828698
Multi-family,Privately rented,D2,D8,Water/air heat pump,0.5,0.4,0.3,2.6,300.15753825536996
Multi-family,Privately rented,D2,D8,Water/air heat pump,1.0,0.8,0.3,2.6,364.221121085857
Multi-family,Privately rented,D2,D8,Wood boiler,0.3,0.3,0.2,1.5,6.33754016637193
Multi-family,Privately rented,D2,D8,Wood boiler,0.5,0.4,0.3,2.5,29.591745424159175
Multi-family,Privately rented,D2,D8,Wood boiler,0.9,0.6,0.3,2.6,60.782410868571496
Multi-family,Privately rented,D2,D8,Wood boiler,1.6,1.1,0.4,2.7,44.463090007397724
Multi-family,Privately rented,D2,D8,Wood boiler,2.0,2.0,1.2,2.8,17.02748885879618
Multi-family,Privately rented,D2,D8,Wood boiler,2.5,2.5,2.5,4.0,9.000045245012348
Multi-family,Privately rented,D2,D9,Air/air heat pump,0.3,0.3,0.2,1.5,1799.6602067486447
Multi-family,Privately rented,D2,D9,Air/air heat pump,0.5,0.4,0.3,2.5,2376.889629301939
Multi-family,Privately rented,D2,D9,Air/air heat pump,0.9,0.6,0.3,2.6,3244.80761896523
Multi-family,Privately rented,D2,D9,Direct electric,0.3,0.3,0.2,1.5,1570.5218529187616
Multi-family,Privately rented,D2,D9,Direct electric,0.4,0.4,0.2,2.5,13523.954007308674
Multi-family,Privately rented,D2,D9,Direct electric,0.6,0.4,0.3,2.7,17197.398866236832
Multi-family,Privately rented,D2,D9,Direct electric,0.9,0.8,0.4,2.7,9844.794722114159
Multi-family,Privately rented,D2,D9,Direct electric,1.8,1.6,1.0,2.9,7375.393145472815
Multi-family,Privately rented,D2,D9,Gas boiler,0.3,0.3,0.2,1.5,3150.3901297778857
Multi-family,Privately rented,D2,D9,Gas boiler,0.5,0.4,0.3,2.5,8563.114046590124
Multi-family,Privately rented,D2,D9,Gas boiler,0.9,0.6,0.3,2.6,13889.280414214772
Multi-family,Privately rented,D2,D9,Gas boiler,1.6,1.1,0.4,2.7,8665.238258099467
Multi-family,Privately rented,D2,D9,Gas boiler,2.0,2.0,1.2,2.8,2594.639854371106
Multi-family,Privately rented,D2,D9,Gas boiler,2.5,2.5,2.5,4.0,742.8285655387626
Multi-family,Privately rented,D2,D9,Oil boiler,0.3,0.3,0.2,1.5,126.27579771751152
Multi-family,Privately rented,D2,D9,Oil boiler,0.5,0.4,0.3,2.5,489.5288285456969
Multi-family,Privately rented,D2,D9,Oil boiler,0.9,0.6,0.3,2.6,986.8301834492753
Multi-family,Privately rented,D2,D9,Oil boiler,1.6,1.1,0.4,2.7,745.9511926428835
Multi-family,Privately rented,D2,D9,Oil boiler,2.0,2.0,1.2,2.8,252.8453947350692
Multi-family,Privately rented,D2,D9,Oil boiler,2.5,2.5,2.5,4.0,112.23891551530336
Multi-family,Privately rented,D2,D9,Water/air heat pump,0.4,0.4,0.2,2.4,728.3008421389872
Multi-family,Privately rented,D2,D9,Water/air heat pump,0.5,0.4,0.3,2.6,519.4869342796204
Multi-family,Privately rented,D2,D9,Water/air heat pump,1.0,0.8,0.3,2.6,553.5093873146293
Multi-family,Privately rented,D2,D9,Wood boiler,0.3,0.3,0.2,1.5,11.053568293593939
Multi-family,Privately rented,D2,D9,Wood boiler,0.5,0.4,0.3,2.5,42.85096935295396
Multi-family,Privately rented,D2,D9,Wood boiler,0.9,0.6,0.3,2.6,86.38230780642866
Multi-family,Privately rented,D2,D9,Wood boiler,1.6,1.1,0.4,2.7,65.2969341758711
Multi-family,Privately rented,D2,D9,Wood boiler,2.0,2.0,1.2,2.8,22.13285434693576
Multi-family,Privately rented,D2,D9,Wood boiler,2.5,2.5,2.5,4.0,9.824847993617373
Multi-family,Privately rented,D3,D1,Air/air heat pump,0.3,0.3,0.2,1.5,297.8257494998953
Multi-family,Privately rented,D3,D1,Air/air heat pump,0.5,0.4,0.3,2.5,492.13723283571966
Multi-family,Privately rented,D3,D1,Air/air heat pump,0.9,0.6,0.3,2.6,583.7225638671915
Multi-family,Privately rented,D3,D1,Direct electric,0.3,0.3,0.2,1.5,325.1780264742291
Multi-family,Privately rented,D3,D1,Direct electric,0.4,0.4,0.2,2.5,2432.8829421590394
Multi-family,Privately rented,D3,D1,Direct electric,0.6,0.4,0.3,2.7,2850.719512492688
Multi-family,Privately rented,D3,D1,Direct electric,0.9,0.8,0.4,2.7,1746.4377753425995
Multi-family,Privately rented,D3,D1,Direct electric,1.8,1.6,1.0,2.9,1420.8111711394347
Multi-family,Privately rented,D3,D1,Gas boiler,0.3,0.3,0.2,1.5,465.69668124880707
Multi-family,Privately rented,D3,D1,Gas boiler,0.5,0.4,0.3,2.5,1653.952158152265
Multi-family,Privately rented,D3,D1,Gas boiler,0.9,0.6,0.3,2.6,2824.238760591876
Multi-family,Privately rented,D3,D1,Gas boiler,1.6,1.1,0.4,2.7,1697.202554271834
Multi-family,Privately rented,D3,D1,Gas boiler,2.0,2.0,1.2,2.8,497.3373477213563
Multi-family,Privately rented,D3,D1,Gas boiler,2.5,2.5,2.5,4.0,122.08577476071248
Multi-family,Privately rented,D3,D1,Oil boiler,0.3,0.3,0.2,1.5,15.54408141260349
Multi-family,Privately rented,D3,D1,Oil boiler,0.5,0.4,0.3,2.5,93.9325505417292
Multi-family,Privately rented,D3,D1,Oil boiler,0.9,0.6,0.3,2.6,227.94363414220732
Multi-family,Privately rented,D3,D1,Oil boiler,1.6,1.1,0.4,2.7,186.58463014877339
Multi-family,Privately rented,D3,D1,Oil boiler,2.0,2.0,1.2,2.8,70.75984784497886
Multi-family,Privately rented,D3,D1,Oil boiler,2.5,2.5,2.5,4.0,30.29723494452333
Multi-family,Privately rented,D3,D1,Water/air heat pump,0.4,0.4,0.2,2.4,119.11304945876108
Multi-family,Privately rented,D3,D1,Water/air heat pump,0.5,0.4,0.3,2.6,107.56025823789194
Multi-family,Privately rented,D3,D1,Water/air heat pump,1.0,0.8,0.3,2.6,99.57321253790974
Multi-family,Privately rented,D3,D1,Wood boiler,0.3,0.3,0.2,1.5,1.3606531778937219
Multi-family,Privately rented,D3,D1,Wood boiler,0.5,0.4,0.3,2.5,8.222397966767954
Multi-family,Privately rented,D3,D1,Wood boiler,0.9,0.6,0.3,2.6,19.953075511091953
Multi-family,Privately rented,D3,D1,Wood boiler,1.6,1.1,0.4,2.7,16.33270974457224
Multi-family,Privately rented,D3,D1,Wood boiler,2.0,2.0,1.2,2.8,6.1939724376045175
Multi-family,Privately rented,D3,D1,Wood boiler,2.5,2.5,2.5,4.0,2.652072381403833
Multi-family,Privately rented,D3,D10,Air/air heat pump,0.3,0.3,0.2,1.5,3124.029383434941
Multi-family,Privately rented,D3,D10,Air/air heat pump,0.5,0.4,0.3,2.5,3792.8523303532947
Multi-family,Privately rented,D3,D10,Air/air heat pump,0.9,0.6,0.3,2.6,5113.278550075611
Multi-family,Privately rented,D3,D10,Direct electric,0.3,0.3,0.2,1.5,2506.114459956275
Multi-family,Privately rented,D3,D10,Direct electric,0.4,0.4,0.2,2.5,21311.50812565986
Multi-family,Privately rented,D3,D10,Direct electric,0.6,0.4,0.3,2.7,24767.101539212043
Multi-family,Privately rented,D3,D10,Direct electric,0.9,0.8,0.4,2.7,13695.915463407266
Multi-family,Privately rented,D3,D10,Direct electric,1.8,1.6,1.0,2.9,11218.728015144046
Multi-family,Privately rented,D3,D10,Gas boiler,0.3,0.3,0.2,1.5,5770.26414778748
Multi-family,Privately rented,D3,D10,Gas boiler,0.5,0.4,0.3,2.5,14915.960620644024
Multi-family,Privately rented,D3,D10,Gas boiler,0.9,0.6,0.3,2.6,20867.44226235499
Multi-family,Privately rented,D3,D10,Gas boiler,1.6,1.1,0.4,2.7,12411.0950376923
Multi-family,Privately rented,D3,D10,Gas boiler,2.0,2.0,1.2,2.8,3886.456365266098
Multi-family,Privately rented,D3,D10,Gas boiler,2.5,2.5,2.5,4.0,994.0804336331122
Multi-family,Privately rented,D3,D10,Oil boiler,0.3,0.3,0.2,1.5,206.65342058189376
Multi-family,Privately rented,D3,D10,Oil boiler,0.5,0.4,0.3,2.5,807.0673055004496
Multi-family,Privately rented,D3,D10,Oil boiler,0.9,0.6,0.3,2.6,1654.8436140132783
Multi-family,Privately rented,D3,D10,Oil boiler,1.6,1.1,0.4,2.7,1173.6858464226711
Multi-family,Privately rented,D3,D10,Oil boiler,2.0,2.0,1.2,2.8,419.3218264970772
Multi-family,Privately rented,D3,D10,Oil boiler,2.5,2.5,2.5,4.0,220.2286854522412
Multi-family,Privately rented,D3,D10,Water/air heat pump,0.4,0.4,0.2,2.4,1256.3652164943671
Multi-family,Privately rented,D3,D10,Water/air heat pump,0.5,0.4,0.3,2.6,828.9561303059786
Multi-family,Privately rented,D3,D10,Water/air heat pump,1.0,0.8,0.3,2.6,872.2389767822209
Multi-family,Privately rented,D3,D10,Wood boiler,0.3,0.3,0.2,1.5,18.089433912085124
Multi-family,Privately rented,D3,D10,Wood boiler,0.5,0.4,0.3,2.5,70.64674102342994
Multi-family,Privately rented,D3,D10,Wood boiler,0.9,0.6,0.3,2.6,144.8569498933913
Multi-family,Privately rented,D3,D10,Wood boiler,1.6,1.1,0.4,2.7,102.73874244437653
Multi-family,Privately rented,D3,D10,Wood boiler,2.0,2.0,1.2,2.8,36.705390343673315
Multi-family,Privately rented,D3,D10,Wood boiler,2.5,2.5,2.5,4.0,19.277746479182873
Multi-family,Privately rented,D3,D2,Air/air heat pump,0.3,0.3,0.2,1.5,254.3989691724204
Multi-family,Privately rented,D3,D2,Air/air heat pump,0.5,0.4,0.3,2.5,395.9473363706412
Multi-family,Privately rented,D3,D2,Air/air heat pump,0.9,0.6,0.3,2.6,458.81761657341536
Multi-family,Privately rented,D3,D2,Direct electric,0.3,0.3,0.2,1.5,261.62087490688197
Multi-family,Privately rented,D3,D2,Direct electric,0.4,0.4,0.2,2.5,1912.2946790480723
Multi-family,Privately rented,D3,D2,Direct electric,0.6,0.4,0.3,2.7,2222.483174122945
Multi-family,Privately rented,D3,D2,Direct electric,0.9,0.8,0.4,2.7,1275.9114086396999
Multi-family,Privately rented,D3,D2,Direct electric,1.8,1.6,1.0,2.9,944.9422241126214
Multi-family,Privately rented,D3,D2,Gas boiler,0.3,0.3,0.2,1.5,394.1848894608031
Multi-family,Privately rented,D3,D2,Gas boiler,0.5,0.4,0.3,2.5,1309.8357524837052
Multi-family,Privately rented,D3,D2,Gas boiler,0.9,0.6,0.3,2.6,2255.894778967121
Multi-family,Privately rented,D3,D2,Gas boiler,1.6,1.1,0.4,2.7,1175.5067186936653
Multi-family,Privately rented,D3,D2,Gas boiler,2.0,2.0,1.2,2.8,308.0405300291898
Multi-family,Privately rented,D3,D2,Gas boiler,2.5,2.5,2.5,4.0,76.0281297163698
Multi-family,Privately rented,D3,D2,Oil boiler,0.3,0.3,0.2,1.5,13.844690816042442
Multi-family,Privately rented,D3,D2,Oil boiler,0.5,0.4,0.3,2.5,76.95846323870768
Multi-family,Privately rented,D3,D2,Oil boiler,0.9,0.6,0.3,2.6,168.8411767351332
Multi-family,Privately rented,D3,D2,Oil boiler,1.6,1.1,0.4,2.7,114.66873540945363
Multi-family,Privately rented,D3,D2,Oil boiler,2.0,2.0,1.2,2.8,48.230323182674326
Multi-family,Privately rented,D3,D2,Oil boiler,2.5,2.5,2.5,4.0,19.393045664273593
Multi-family,Privately rented,D3,D2,Water/air heat pump,0.4,0.4,0.2,2.4,102.95810840685775
Multi-family,Privately rented,D3,D2,Water/air heat pump,0.5,0.4,0.3,2.6,86.53723983295528
Multi-family,Privately rented,D3,D2,Water/air heat pump,1.0,0.8,0.3,2.6,78.26653769991377
Multi-family,Privately rented,D3,D2,Wood boiler,0.3,0.3,0.2,1.5,1.2118968021185248
Multi-family,Privately rented,D3,D2,Wood boiler,0.5,0.4,0.3,2.5,6.736569038210292
Multi-family,Privately rented,D3,D2,Wood boiler,0.9,0.6,0.3,2.6,14.779534253963753
Multi-family,Privately rented,D3,D2,Wood boiler,1.6,1.1,0.4,2.7,10.037542592476347
Multi-family,Privately rented,D3,D2,Wood boiler,2.0,2.0,1.2,2.8,4.221847580915078
Multi-family,Privately rented,D3,D2,Wood boiler,2.5,2.5,2.5,4.0,1.6975727617288847
Multi-family,Privately rented,D3,D3,Air/air heat pump,0.3,0.3,0.2,1.5,273.661318240918
Multi-family,Privately rented,D3,D3,Air/air heat pump,0.5,0.4,0.3,2.5,430.3516515921677
Multi-family,Privately rented,D3,D3,Air/air heat pump,0.9,0.6,0.3,2.6,505.2023956753933
Multi-family,Privately rented,D3,D3,Direct electric,0.3,0.3,0.2,1.5,284.3534108328272
Multi-family,Privately rented,D3,D3,Direct electric,0.4,0.4,0.2,2.5,2105.6206610101
Multi-family,Privately rented,D3,D3,Direct electric,0.6,0.4,0.3,2.7,2832.0669153989897
Multi-family,Privately rented,D3,D3,Direct electric,0.9,0.8,0.4,2.7,1785.2041613801002
Multi-family,Privately rented,D3,D3,Direct electric,1.8,1.6,1.0,2.9,1534.7459671831184
Multi-family,Privately rented,D3,D3,Gas boiler,0.3,0.3,0.2,1.5,475.5208002677799
Multi-family,Privately rented,D3,D3,Gas boiler,0.5,0.4,0.3,2.5,1391.903178866312
Multi-family,Privately rented,D3,D3,Gas boiler,0.9,0.6,0.3,2.6,2657.8147679025574
Multi-family,Privately rented,D3,D3,Gas boiler,1.6,1.1,0.4,2.7,1723.7231234738833
Multi-family,Privately rented,D3,D3,Gas boiler,2.0,2.0,1.2,2.8,532.672469522555
Multi-family,Privately rented,D3,D3,Gas boiler,2.5,2.5,2.5,4.0,156.01617851421952
Multi-family,Privately rented,D3,D3,Oil boiler,0.3,0.3,0.2,1.5,17.449926022508762
Multi-family,Privately rented,D3,D3,Oil boiler,0.5,0.4,0.3,2.5,95.10925570708478
Multi-family,Privately rented,D3,D3,Oil boiler,0.9,0.6,0.3,2.6,221.71604583068103
Multi-family,Privately rented,D3,D3,Oil boiler,1.6,1.1,0.4,2.7,162.18400204893067
Multi-family,Privately rented,D3,D3,Oil boiler,2.0,2.0,1.2,2.8,74.78861937740977
Multi-family,Privately rented,D3,D3,Oil boiler,2.5,2.5,2.5,4.0,37.956380160181354
Multi-family,Privately rented,D3,D3,Water/air heat pump,0.4,0.4,0.2,2.4,110.50105587700232
Multi-family,Privately rented,D3,D3,Water/air heat pump,0.5,0.4,0.3,2.6,94.05655920735526
Multi-family,Privately rented,D3,D3,Water/air heat pump,1.0,0.8,0.3,2.6,86.17899775190533
Multi-family,Privately rented,D3,D3,Wood boiler,0.3,0.3,0.2,1.5,1.5274815324426507
Multi-family,Privately rented,D3,D3,Wood boiler,0.5,0.4,0.3,2.5,8.32540100568583
Multi-family,Privately rented,D3,D3,Wood boiler,0.9,0.6,0.3,2.6,19.407942762377612
Multi-family,Privately rented,D3,D3,Wood boiler,1.6,1.1,0.4,2.7,14.196797606352618
Multi-family,Privately rented,D3,D3,Wood boiler,2.0,2.0,1.2,2.8,6.546631475028572
Multi-family,Privately rented,D3,D3,Wood boiler,2.5,2.5,2.5,4.0,3.322516648968248
Multi-family,Privately rented,D3,D4,Air/air heat pump,0.3,0.3,0.2,1.5,62.440486226179836
Multi-family,Privately rented,D3,D4,Air/air heat pump,0.5,0.4,0.3,2.5,410.0605481966697
Multi-family,Privately rented,D3,D4,Air/air heat pump,0.9,0.6,0.3,2.6,567.8978659661145
Multi-family,Privately rented,D3,D4,Direct electric,0.3,0.3,0.2,1.5,270.94613229973737
Multi-family,Privately rented,D3,D4,Direct electric,0.4,0.4,0.2,2.5,2366.927572311268
Multi-family,Privately rented,D3,D4,Direct electric,0.6,0.4,0.3,2.7,3362.212056862679
Multi-family,Privately rented,D3,D4,Direct electric,0.9,0.8,0.4,2.7,2356.4322411471153
Multi-family,Privately rented,D3,D4,Direct electric,1.8,1.6,1.0,2.9,2039.968370840136
Multi-family,Privately rented,D3,D4,Gas boiler,0.3,0.3,0.2,1.5,349.4250172219965
Multi-family,Privately rented,D3,D4,Gas boiler,0.5,0.4,0.3,2.5,1670.2938492337444
Multi-family,Privately rented,D3,D4,Gas boiler,0.9,0.6,0.3,2.6,3072.389844543417
Multi-family,Privately rented,D3,D4,Gas boiler,1.6,1.1,0.4,2.7,2011.044962544446
Multi-family,Privately rented,D3,D4,Gas boiler,2.0,2.0,1.2,2.8,572.9448868438991
Multi-family,Privately rented,D3,D4,Gas boiler,2.5,2.5,2.5,4.0,165.99550567837164
Multi-family,Privately rented,D3,D4,Oil boiler,0.3,0.3,0.2,1.5,9.536174519736496
Multi-family,Privately rented,D3,D4,Oil boiler,0.5,0.4,0.3,2.5,88.12851670189592
Multi-family,Privately rented,D3,D4,Oil boiler,0.9,0.6,0.3,2.6,226.36005536696487
Multi-family,Privately rented,D3,D4,Oil boiler,1.6,1.1,0.4,2.7,178.42640028508083
Multi-family,Privately rented,D3,D4,Oil boiler,2.0,2.0,1.2,2.8,82.40274873658039
Multi-family,Privately rented,D3,D4,Oil boiler,2.5,2.5,2.5,4.0,53.90310672059903
Multi-family,Privately rented,D3,D4,Water/air heat pump,0.4,0.4,0.2,2.4,24.971372195013394
Multi-family,Privately rented,D3,D4,Water/air heat pump,0.5,0.4,0.3,2.6,89.62178740889621
Multi-family,Privately rented,D3,D4,Water/air heat pump,1.0,0.8,0.3,2.6,96.87378629505055
Multi-family,Privately rented,D3,D4,Wood boiler,0.3,0.3,0.2,1.5,0.8347502705890254
Multi-family,Privately rented,D3,D4,Wood boiler,0.5,0.4,0.3,2.5,7.714341113542225
Multi-family,Privately rented,D3,D4,Wood boiler,0.9,0.6,0.3,2.6,19.814456738082203
Multi-family,Privately rented,D3,D4,Wood boiler,1.6,1.1,0.4,2.7,15.618578037759372
Multi-family,Privately rented,D3,D4,Wood boiler,2.0,2.0,1.2,2.8,7.2131352737702015
Multi-family,Privately rented,D3,D4,Wood boiler,2.5,2.5,2.5,4.0,4.7184154219791345
Multi-family,Privately rented,D3,D5,Air/air heat pump,0.3,0.3,0.2,1.5,207.36297059594966
Multi-family,Privately rented,D3,D5,Air/air heat pump,0.5,0.4,0.3,2.5,422.61311625961537
Multi-family,Privately rented,D3,D5,Air/air heat pump,0.9,0.6,0.3,2.6,636.4598885448223
Multi-family,Privately rented,D3,D5,Direct electric,0.3,0.3,0.2,1.5,279.2401995589294
Multi-family,Privately rented,D3,D5,Direct electric,0.4,0.4,0.2,2.5,2652.6855428556655
Multi-family,Privately rented,D3,D5,Direct electric,0.6,0.4,0.3,2.7,3643.750498349132
Multi-family,Privately rented,D3,D5,Direct electric,0.9,0.8,0.4,2.7,2315.3892551958
Multi-family,Privately rented,D3,D5,Direct electric,1.8,1.6,1.0,2.9,1924.674003491813
Multi-family,Privately rented,D3,D5,Gas boiler,0.3,0.3,0.2,1.5,439.4540576169033
Multi-family,Privately rented,D3,D5,Gas boiler,0.5,0.4,0.3,2.5,2097.4567247588384
Multi-family,Privately rented,D3,D5,Gas boiler,0.9,0.6,0.3,2.6,3665.362357059403
Multi-family,Privately rented,D3,D5,Gas boiler,1.6,1.1,0.4,2.7,2344.662878687741
Multi-family,Privately rented,D3,D5,Gas boiler,2.0,2.0,1.2,2.8,806.378711754871
Multi-family,Privately rented,D3,D5,Gas boiler,2.5,2.5,2.5,4.0,188.16312075763705
Multi-family,Privately rented,D3,D5,Oil boiler,0.3,0.3,0.2,1.5,14.585505996702306
Multi-family,Privately rented,D3,D5,Oil boiler,0.5,0.4,0.3,2.5,110.1620447937654
Multi-family,Privately rented,D3,D5,Oil boiler,0.9,0.6,0.3,2.6,244.64646311208776
Multi-family,Privately rented,D3,D5,Oil boiler,1.6,1.1,0.4,2.7,182.0164700020478
Multi-family,Privately rented,D3,D5,Oil boiler,2.0,2.0,1.2,2.8,80.04224145533288
Multi-family,Privately rented,D3,D5,Oil boiler,2.5,2.5,2.5,4.0,45.062310025272424
Multi-family,Privately rented,D3,D5,Water/air heat pump,0.4,0.4,0.2,2.4,86.32945033028427
Multi-family,Privately rented,D3,D5,Water/air heat pump,0.5,0.4,0.3,2.6,92.3652446649536
Multi-family,Privately rented,D3,D5,Water/air heat pump,1.0,0.8,0.3,2.6,108.56930959473218
Multi-family,Privately rented,D3,D5,Wood boiler,0.3,0.3,0.2,1.5,1.2767441548208498
Multi-family,Privately rented,D3,D5,Wood boiler,0.5,0.4,0.3,2.5,9.643048846255484
Multi-family,Privately rented,D3,D5,Wood boiler,0.9,0.6,0.3,2.6,21.41515980635663
Multi-family,Privately rented,D3,D5,Wood boiler,1.6,1.1,0.4,2.7,15.932835254997723
Multi-family,Privately rented,D3,D5,Wood boiler,2.0,2.0,1.2,2.8,7.006507963450888
Multi-family,Privately rented,D3,D5,Wood boiler,2.5,2.5,2.5,4.0,3.9445351392333903
Multi-family,Privately rented,D3,D6,Air/air heat pump,0.3,0.3,0.2,1.5,442.7668911314766
Multi-family,Privately rented,D3,D6,Air/air heat pump,0.5,0.4,0.3,2.5,675.5006891269255
Multi-family,Privately rented,D3,D6,Air/air heat pump,0.9,0.6,0.3,2.6,962.8290670698879
Multi-family,Privately rented,D3,D6,Direct electric,0.3,0.3,0.2,1.5,446.3348154062536
Multi-family,Privately rented,D3,D6,Direct electric,0.4,0.4,0.2,2.5,4012.9516288874966
Multi-family,Privately rented,D3,D6,Direct electric,0.6,0.4,0.3,2.7,4784.664295840645
Multi-family,Privately rented,D3,D6,Direct electric,0.9,0.8,0.4,2.7,2809.391463957945
Multi-family,Privately rented,D3,D6,Direct electric,1.8,1.6,1.0,2.9,2462.611082977257
Multi-family,Privately rented,D3,D6,Gas boiler,0.3,0.3,0.2,1.5,854.5071482179878
Multi-family,Privately rented,D3,D6,Gas boiler,0.5,0.4,0.3,2.5,2575.5049975813995
Multi-family,Privately rented,D3,D6,Gas boiler,0.9,0.6,0.3,2.6,4305.049420494756
Multi-family,Privately rented,D3,D6,Gas boiler,1.6,1.1,0.4,2.7,2687.1975843168066
Multi-family,Privately rented,D3,D6,Gas boiler,2.0,2.0,1.2,2.8,812.9092558965289
Multi-family,Privately rented,D3,D6,Gas boiler,2.5,2.5,2.5,4.0,198.34111228151312
Multi-family,Privately rented,D3,D6,Oil boiler,0.3,0.3,0.2,1.5,25.867420953993165
Multi-family,Privately rented,D3,D6,Oil boiler,0.5,0.4,0.3,2.5,145.8576734308155
Multi-family,Privately rented,D3,D6,Oil boiler,0.9,0.6,0.3,2.6,351.5552984972156
Multi-family,Privately rented,D3,D6,Oil boiler,1.6,1.1,0.4,2.7,274.9019889144888
Multi-family,Privately rented,D3,D6,Oil boiler,2.0,2.0,1.2,2.8,114.53467124092191
Multi-family,Privately rented,D3,D6,Oil boiler,2.5,2.5,2.5,4.0,53.1863578772951
