Housing type,Energy,Heating system,DPE,Wall,Floor,Roof,Windows,Efficiency,clusters,Weight
Multi-family,Electricity,Electricity-Heat pump,A,0.2,0.3,0.2,2.6,2.5,0,0.4482758620689655
Multi-family,Electricity,Electricity-Heat pump,A,0.4,0.3,0.2,1.3,2.5,1,0.27586206896551724
Multi-family,Electricity,Electricity-Heat pump,A,0.2,0.3,0.2,1.3,2.5,2,0.2413793103448276
Multi-family,Electricity,Electricity-Heat pump,A,0.2,0.5,0.5,1.3,2.5,4,0.022988505747126436
Multi-family,Electricity,Electricity-Heat pump,A,0.2,2.0,0.3,1.3,2.5,3,0.011494252873563218
Multi-family,Electricity,Electricity-Heat pump,B,0.4,0.3,0.3,2.6,2.5,0,0.4932821497120921
Multi-family,Electricity,Electricity-Heat pump,B,0.4,2.0,0.3,2.6,2.5,3,0.21305182341650672
Multi-family,Electricity,Electricity-Heat pump,B,0.4,0.9,2.5,2.6,2.5,1,0.1362763915547025
Multi-family,Electricity,Electricity-Heat pump,B,1.0,0.9,0.3,2.6,2.5,4,0.08253358925143954
Multi-family,Electricity,Electricity-Heat pump,B,0.4,0.9,0.2,4.3,2.5,2,0.07485604606525911
Multi-family,Electricity,Electricity-Performance boiler,C,0.4,0.3,0.2,1.3,0.95,3,0.4563124108416548
Multi-family,Electricity,Electricity-Performance boiler,C,0.2,0.3,0.2,2.6,0.95,0,0.35770328102710414
Multi-family,Electricity,Electricity-Heat pump,C,2.5,0.9,0.3,2.6,2.5,2,0.08487874465049929
Multi-family,Electricity,Electricity-Heat pump,C,0.5,0.9,2.5,2.6,2.5,1,0.05492154065620542
Multi-family,Electricity,Electricity-Performance boiler,C,0.2,2.0,0.2,1.3,0.95,4,0.046184022824536375
Multi-family,Electricity,Electricity-Performance boiler,D,0.4,0.3,0.3,2.6,0.95,0,0.7051342393755761
Multi-family,Electricity,Electricity-Performance boiler,D,0.4,2.0,0.3,2.6,0.95,2,0.2241277872565747
Multi-family,Electricity,Electricity-Performance boiler,D,0.4,0.9,0.3,4.3,0.95,4,0.04801827773528662
Multi-family,Electricity,Electricity-Performance boiler,D,0.2,0.5,2.5,1.3,0.95,3,0.016444078366770608
Multi-family,Electricity,Electricity-Heat pump,D,2.5,2.0,2.5,3.0,2.5,1,0.006275617265792003
Multi-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,2.5,2.6,0.95,1,0.31763506918527873
Multi-family,Electricity,Electricity-Performance boiler,E,0.5,2.0,2.5,2.6,0.95,3,0.24935407934776369
Multi-family,Electricity,Electricity-Performance boiler,E,0.5,0.9,0.5,4.3,0.95,0,0.16559970144112074
Multi-family,Electricity,Electricity-Performance boiler,E,1.0,0.5,0.3,2.6,0.95,2,0.1603892748464144
Multi-family,Electricity,Electricity-Performance boiler,E,1.0,2.0,0.3,2.6,0.95,4,0.10702187517942241
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,2.0,0.3,2.6,0.95,0,0.30231191525554785
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,0.5,0.3,2.6,0.95,1,0.28935281837160753
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,0.9,2.5,2.6,0.95,3,0.21054666357380344
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,0.9,0.3,4.3,0.95,4,0.10998221603649579
Multi-family,Electricity,Electricity-Performance boiler,F,1.0,2.0,2.5,3.0,0.95,2,0.08780638676254543
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,2.5,2.6,0.95,0,0.5686195595929396
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,0.5,2.5,2.6,0.95,2,0.18464324728338988
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,2.5,4.3,0.95,1,0.16575633875697118
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,0.5,2.5,4.3,0.95,4,0.07468521819122635
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,0.5,4.3,0.95,3,0.006295636175472892
Multi-family,Natural gas,Natural gas-Performance boiler,B,0.4,0.3,0.2,2.6,0.76,2,0.30353344768439106
Multi-family,Natural gas,Natural gas-Performance boiler,B,0.2,0.3,0.3,1.3,0.76,0,0.2158490566037736
Multi-family,Natural gas,Natural gas-Performance boiler,B,0.2,0.3,0.2,2.6,0.76,3,0.2095368782161235
Multi-family,Natural gas,Natural gas-Standard boiler,B,0.2,0.3,0.2,1.3,0.6,1,0.1704288164665523
Multi-family,Natural gas,Natural gas-Performance boiler,B,0.2,2.0,0.3,1.3,0.76,4,0.10065180102915952
Multi-family,Natural gas,Natural gas-Standard boiler,C,0.4,0.9,0.3,2.6,0.6,0,0.3759995832356542
Multi-family,Natural gas,Natural gas-Performance boiler,C,0.4,0.9,0.3,2.6,0.76,1,0.2838295433825636
Multi-family,Natural gas,Natural gas-Performance boiler,C,0.4,0.9,2.5,2.6,0.76,2,0.14826391602198433
Multi-family,Natural gas,Natural gas-Performance boiler,C,1.0,0.9,0.3,2.6,0.76,4,0.13685499205542967
Multi-family,Natural gas,Natural gas-Performance boiler,C,0.4,0.9,0.3,4.3,0.76,3,0.05505196530436821
Multi-family,Natural gas,Natural gas-Standard boiler,D,1.0,2.0,2.5,2.6,0.6,4,0.27207380073800735
Multi-family,Natural gas,Natural gas-Performance boiler,D,2.5,2.0,0.3,2.6,0.76,1,0.2331808118081181
Multi-family,Natural gas,Natural gas-Standard boiler,D,1.0,0.5,2.5,2.6,0.6,2,0.20994833948339484
Multi-family,Natural gas,Natural gas-Performance boiler,D,2.5,0.5,0.5,2.6,0.76,3,0.16637638376383765
Multi-family,Natural gas,Natural gas-Standard boiler,D,1.0,0.9,0.5,4.3,0.6,0,0.11842066420664206
Multi-family,Natural gas,Natural gas-Standard boiler,E,2.5,2.0,2.5,2.6,0.6,2,0.33163683755210266
Multi-family,Natural gas,Natural gas-Performance boiler,E,2.5,2.0,2.5,2.6,0.76,1,0.2931342478681452
Multi-family,Natural gas,Natural gas-Standard boiler,E,2.5,0.9,0.3,2.6,0.6,3,0.22140955205770332
Multi-family,Natural gas,Natural gas-Performance boiler,E,2.5,2.0,2.5,4.3,0.76,0,0.14060691855696744
Multi-family,Natural gas,Natural gas-Standard boiler,E,1.0,2.0,2.5,4.3,0.6,4,0.013212443965081398
Multi-family,Natural gas,Natural gas-Standard boiler,F,2.5,2.0,2.5,4.3,0.6,0,0.925158860908449
Multi-family,Natural gas,Natural gas-Standard boiler,F,2.5,0.3,2.5,4.3,0.6,1,0.037420569545775474
Multi-family,Natural gas,Natural gas-Standard boiler,F,2.5,0.9,2.5,4.3,0.6,2,0.023064250411861616
Multi-family,Natural gas,Natural gas-Standard boiler,F,2.5,0.5,2.5,4.3,0.6,3,0.014356319133913862
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.2,0.3,0.3,2.6,0.76,3,0.33026941362916007
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.2,0.3,0.3,1.3,0.76,2,0.3030110935023772
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.4,0.3,0.3,2.6,0.76,1,0.2608557844690967
Multi-family,Oil fuel,Oil fuel-Performance boiler,B,0.2,2.0,0.3,1.3,0.76,0,0.08367670364500793
Multi-family,Oil fuel,Oil fuel-Standard boiler,B,0.2,0.5,0.2,1.3,0.6,4,0.022187004754358162
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.4,0.9,0.3,2.6,0.76,1,0.4323595087458132
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,1.0,0.9,0.3,2.6,0.76,2,0.19194268701153702
Multi-family,Oil fuel,Oil fuel-Performance boiler,C,0.4,0.9,2.5,2.6,0.76,0,0.1632861927800521
Multi-family,Oil fuel,Oil fuel-Standard boiler,C,0.4,0.9,0.3,2.6,0.6,4,0.13890956457015258
