Housing type,Energy,Heating system,DPE,Wall,Floor,Roof,Windows,Efficiency,clusters,Weight
Multi-family,Electricity,Electricity-Heat pump,A,0.2,0.3,0.2,2.6,2.5,0,0.6822429906542056
Multi-family,Electricity,Electricity-Heat pump,A,0.4,0.3,0.3,1.3,2.5,1,0.2523364485981308
Multi-family,Electricity,Electricity-Heat pump,A,0.2,0.9,0.2,1.3,2.5,2,0.06542056074766354
Multi-family,Electricity,Electricity-Heat pump,B,0.5,0.3,0.3,2.6,2.5,1,0.6096096096096096
Multi-family,Electricity,Electricity-Heat pump,B,0.4,2.0,0.3,2.6,2.5,0,0.26226226226226224
Multi-family,Electricity,Electricity-Heat pump,B,0.4,0.5,2.5,2.6,2.5,2,0.12812812812812813
Multi-family,Electricity,Electricity-Performance boiler,C,0.2,0.3,0.2,2.6,0.95,2,0.49525275853220424
Multi-family,Electricity,Electricity-Performance boiler,C,0.4,0.5,0.2,1.3,0.95,0,0.40261739799846036
Multi-family,Electricity,Electricity-Heat pump,C,1.0,0.9,0.5,2.6,2.5,1,0.10212984346933539
Multi-family,Electricity,Electricity-Performance boiler,D,0.4,0.3,0.3,2.6,0.95,0,0.765253206214971
Multi-family,Electricity,Electricity-Performance boiler,D,0.4,2.0,0.3,2.6,0.95,2,0.22825458244410315
Multi-family,Electricity,Electricity-Heat pump,D,2.5,2.0,2.5,3.0,2.5,1,0.006492211340925863
Multi-family,Electricity,Electricity-Performance boiler,E,1.0,0.9,0.3,3.0,0.95,2,0.39060692990492785
Multi-family,Electricity,Electricity-Performance boiler,E,0.5,0.5,2.5,2.6,0.95,0,0.36175485498866045
Multi-family,Electricity,Electricity-Performance boiler,E,0.4,2.0,2.5,2.6,0.95,1,0.24763821510641174
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,0.5,0.5,2.6,0.95,0,0.4773540504819316
Multi-family,Electricity,Electricity-Performance boiler,F,2.5,2.0,0.5,2.6,0.95,1,0.38786628413010543
Multi-family,Electricity,Electricity-Performance boiler,F,1.0,2.0,2.5,3.0,0.95,2,0.134779665387963
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,2.5,3.0,0.95,0,0.7915386728603182
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,0.5,2.5,3.0,0.95,1,0.1916285807047776
Multi-family,Electricity,Electricity-Performance boiler,G,2.5,2.0,0.5,4.3,0.95,2,0.016832746434904223
Multi-family,Heating,Heating-District heating,A,0.2,0.3,0.2,2.6,2.55,1,0.5673076923076923
Multi-family,Heating,Heating-District heating,A,0.4,0.3,0.2,1.3,2.09,0,0.3942307692307692
Multi-family,Heating,Heating-District heating,A,0.4,0.3,2.5,1.3,3.64,2,0.038461538461538464
Multi-family,Heating,Heating-District heating,B,0.4,0.3,0.3,2.6,0.95,0,0.8433683491331454
Multi-family,Heating,Heating-District heating,B,0.4,2.0,0.3,2.6,0.98,1,0.12921684174566572
Multi-family,Heating,Heating-District heating,B,0.5,0.9,2.5,2.6,1.67,2,0.027414809121188828
Multi-family,Heating,Heating-District heating,C,0.5,0.9,0.5,3.0,0.79,0,0.6406717026248574
Multi-family,Heating,Heating-District heating,C,0.5,0.9,2.5,2.6,0.95,1,0.3184609532090647
Multi-family,Heating,Heating-District heating,C,2.5,2.0,2.5,2.6,1.67,2,0.04086734416607793
Multi-family,Heating,Heating-District heating,D,2.5,0.9,0.2,2.6,0.91,2,0.39119832791453785
Multi-family,Heating,Heating-District heating,D,2.5,2.0,2.5,3.0,0.95,0,0.3521830004644682
Multi-family,Heating,Heating-District heating,D,1.0,0.9,2.5,3.0,0.6,1,0.25661867162099394
Multi-family,Heating,Heating-District heating,E,2.5,2.0,2.5,3.0,0.68,0,0.572639225181598
Multi-family,Heating,Heating-District heating,E,2.5,2.0,0.3,3.0,0.6,1,0.3710103455866168
Multi-family,Heating,Heating-District heating,E,1.0,2.0,2.5,3.0,0.51,2,0.05635042923178516
Multi-family,Heating,Heating-District heating,F,2.5,2.0,2.5,3.0,0.51,0,0.871536523929471
Multi-family,Heating,Heating-District heating,F,2.5,2.0,0.3,3.0,0.43,2,0.09319899244332494
