Housing type,Occupancy status,Income owner,Income tenant,Wall,Floor,Roof,Windows,Heating system,0
Multi-family,Owner-occupied,D1,D1,0.5,0.9,0.3,2.6,Natural gas-Performance boiler,8223.688314098323
Multi-family,Owner-occupied,D1,D1,0.5,0.9,0.5,3.0,Heating-District heating,1192.072550211651
Multi-family,Owner-occupied,D1,D1,0.5,0.9,2.5,2.6,Heating-District heating,599.2041868169116
Multi-family,Owner-occupied,D1,D1,0.5,0.9,2.5,3.0,Natural gas-Standard boiler,12550.484699016171
Multi-family,Owner-occupied,D1,D1,0.5,0.9,2.5,3.0,Oil fuel-Standard boiler,416.7556359469561
Multi-family,Owner-occupied,D1,D1,1.0,0.9,0.3,2.6,Oil fuel-Performance boiler,195.75445651128186
Multi-family,Owner-occupied,D1,D1,1.0,0.9,0.3,3.0,Electricity-Performance boiler,6152.071446214835
Multi-family,Owner-occupied,D1,D1,1.0,0.9,0.3,3.0,Natural gas-Standard boiler,5505.802082581415
Multi-family,Owner-occupied,D1,D1,1.0,0.9,0.3,3.0,Wood fuel-Standard boiler,41.41640960153454
Multi-family,Owner-occupied,D1,D1,1.0,0.9,0.5,2.6,Electricity-Heat pump,576.9434914277645
Multi-family,Owner-occupied,D1,D1,1.0,0.9,2.5,3.0,Heating-District heating,1118.6135221882255
Multi-family,Owner-occupied,D1,D1,1.0,2.0,2.5,3.0,Electricity-Performance boiler,1559.6559459653138
Multi-family,Owner-occupied,D1,D1,1.0,2.0,2.5,3.0,Heating-District heating,193.93167956612524
Multi-family,Owner-occupied,D1,D1,1.0,2.0,2.5,3.0,Oil fuel-Performance boiler,468.6302826154591
Multi-family,Owner-occupied,D1,D1,1.0,2.0,2.5,4.3,Heating-District heating,9.9235700070908
Multi-family,Owner-occupied,D1,D1,1.0,2.0,2.5,4.3,Natural gas-Standard boiler,342.0410302950016
Multi-family,Owner-occupied,D1,D1,1.0,2.0,2.5,4.3,Oil fuel-Standard boiler,15.36381291714305
Multi-family,Owner-occupied,D1,D1,1.0,2.0,2.5,4.3,Wood fuel-Standard boiler,2.915767657553239
Multi-family,Owner-occupied,D1,D1,2.5,0.5,0.5,2.6,Electricity-Performance boiler,5523.8902769324
Multi-family,Owner-occupied,D1,D1,2.5,0.5,2.5,3.0,Electricity-Performance boiler,1784.0357044715165
Multi-family,Owner-occupied,D1,D1,2.5,0.5,2.5,4.3,Natural gas-Standard boiler,286.53411795923523
Multi-family,Owner-occupied,D1,D1,2.5,0.5,2.5,4.3,Oil fuel-Standard boiler,23.325863397793203
Multi-family,Owner-occupied,D1,D1,2.5,0.5,2.5,4.3,Wood fuel-Standard boiler,4.715660706714595
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.2,2.6,Heating-District heating,1705.252921381055
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.3,2.6,Natural gas-Performance boiler,11639.194788402414
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.3,2.6,Wood fuel-Performance boiler,77.63168869496941
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.5,2.6,Oil fuel-Performance boiler,1181.0274430079091
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.5,3.0,Wood fuel-Standard boiler,72.26032890458048
Multi-family,Owner-occupied,D1,D1,2.5,2.0,0.3,3.0,Heating-District heating,1134.696940699346
Multi-family,Owner-occupied,D1,D1,2.5,2.0,0.5,2.6,Electricity-Performance boiler,4488.347367102285
Multi-family,Owner-occupied,D1,D1,2.5,2.0,0.5,3.0,Oil fuel-Standard boiler,534.8196255122733
Multi-family,Owner-occupied,D1,D1,2.5,2.0,0.5,4.3,Electricity-Performance boiler,156.7105519110909
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,2.6,Heating-District heating,76.04025428443133
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,2.6,Natural gas-Standard boiler,9793.62819272866
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Electricity-Heat pump,104.37234530087458
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Electricity-Performance boiler,7369.116071617392
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Heating-District heating,4487.281479184177
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Natural gas-Performance boiler,6317.860766976337
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,522.1980483097664
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,777.8592522619072
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Oil fuel-Standard boiler,41.65332749605932
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Wood fuel-Performance boiler,41.074292219445745
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Wood fuel-Standard boiler,1.571886902238197
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,4.3,Heating-District heating,114.1210550815448
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,5179.480513730998
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,695.0660248446466
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,60.243108702393464
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,4782.890366
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,76.27998495413436
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,6.677178353773448
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,2.6,Electricity-Heat pump,2743.855051841121
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,2.6,Electricity-Performance boiler,16172.142023325634
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,2.6,Heating-District heating,91.28593792119202
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,2.6,Wood fuel-Standard boiler,22.675216191358302
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.3,1.3,Natural gas-Standard boiler,4921.448554166106
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.3,2.6,Oil fuel-Performance boiler,739.2321153271325
Multi-family,Owner-occupied,D10,D10,0.2,0.5,0.2,2.6,Oil fuel-Standard boiler,32.40637064709511
Multi-family,Owner-occupied,D10,D10,0.2,0.5,0.3,1.3,Oil fuel-Performance boiler,361.6673252406939
Multi-family,Owner-occupied,D10,D10,0.2,0.9,0.2,1.3,Electricity-Heat pump,263.10938853271006
Multi-family,Owner-occupied,D10,D10,0.2,2.0,0.2,1.3,Natural gas-Performance boiler,1539.631564345556
Multi-family,Owner-occupied,D10,D10,0.2,2.0,0.2,1.3,Wood fuel-Performance boiler,6.073718622685254
Multi-family,Owner-occupied,D10,D10,0.4,0.3,0.2,1.3,Heating-District heating,63.435990758794446
Multi-family,Owner-occupied,D10,D10,0.4,0.3,0.2,2.6,Wood fuel-Performance boiler,70.45513602314902
Multi-family,Owner-occupied,D10,D10,0.4,0.3,0.3,1.3,Electricity-Heat pump,1014.8504986261681
Multi-family,Owner-occupied,D10,D10,0.4,0.3,0.3,2.6,Electricity-Performance boiler,71190.22001869926
Multi-family,Owner-occupied,D10,D10,0.4,0.3,0.3,2.6,Heating-District heating,2016.225137389723
Multi-family,Owner-occupied,D10,D10,0.4,0.3,0.3,2.6,Natural gas-Performance boiler,18749.856571488333
Multi-family,Owner-occupied,D10,D10,0.4,0.3,2.5,1.3,Heating-District heating,6.188877147199449
Multi-family,Owner-occupied,D10,D10,0.4,0.5,0.2,1.3,Electricity-Performance boiler,13147.197323625865
Multi-family,Owner-occupied,D10,D10,0.4,0.5,2.5,2.6,Electricity-Heat pump,1276.1314957197194
Multi-family,Owner-occupied,D10,D10,0.4,0.9,0.3,2.6,Natural gas-Standard boiler,49190.15558639329
Multi-family,Owner-occupied,D10,D10,0.4,0.9,0.3,2.6,Wood fuel-Standard boiler,229.29266108082578
Multi-family,Owner-occupied,D10,D10,0.4,0.9,0.3,3.0,Oil fuel-Performance boiler,3728.3561805936006
Multi-family,Owner-occupied,D10,D10,0.4,0.9,2.5,2.6,Natural gas-Performance boiler,18169.64084398881
Multi-family,Owner-occupied,D10,D10,0.4,0.9,2.5,2.6,Oil fuel-Performance boiler,995.6128070720131
Multi-family,Owner-occupied,D10,D10,0.4,0.9,2.5,2.6,Wood fuel-Performance boiler,65.76611209295002
Multi-family,Owner-occupied,D10,D10,0.4,0.9,2.5,3.0,Wood fuel-Standard boiler,421.1633906421457
Multi-family,Owner-occupied,D10,D10,0.4,2.0,0.3,2.6,Electricity-Heat pump,2612.0816553013
Multi-family,Owner-occupied,D10,D10,0.4,2.0,0.3,2.6,Electricity-Performance boiler,21234.140298273123
Multi-family,Owner-occupied,D10,D10,0.4,2.0,0.3,2.6,Heating-District heating,308.91631725272407
Multi-family,Owner-occupied,D10,D10,0.4,2.0,2.5,2.6,Electricity-Performance boiler,16538.433471419172
Multi-family,Owner-occupied,D10,D10,0.5,0.3,0.3,2.6,Electricity-Heat pump,6071.594381978979
Multi-family,Owner-occupied,D10,D10,0.5,0.5,2.5,2.6,Electricity-Performance boiler,24159.674223229144
Multi-family,Owner-occupied,D10,D10,0.5,0.9,0.2,3.0,Wood fuel-Performance boiler,236.40251103682036
Multi-family,Owner-occupied,D10,D10,0.5,0.9,0.3,2.6,Natural gas-Performance boiler,49919.898769617896
Multi-family,Owner-occupied,D10,D10,0.5,0.9,0.5,3.0,Heating-District heating,8205.393403596308
Multi-family,Owner-occupied,D10,D10,0.5,0.9,2.5,2.6,Heating-District heating,4144.224049813043
Multi-family,Owner-occupied,D10,D10,0.5,0.9,2.5,3.0,Natural gas-Standard boiler,79171.74580993218
Multi-family,Owner-occupied,D10,D10,0.5,0.9,2.5,3.0,Oil fuel-Standard boiler,2838.527299936541
Multi-family,Owner-occupied,D10,D10,1.0,0.9,0.3,2.6,Oil fuel-Performance boiler,1347.436719264332
Multi-family,Owner-occupied,D10,D10,1.0,0.9,0.3,3.0,Electricity-Performance boiler,26086.550175351673
Multi-family,Owner-occupied,D10,D10,1.0,0.9,0.3,3.0,Natural gas-Standard boiler,34732.04210161712
Multi-family,Owner-occupied,D10,D10,1.0,0.9,0.3,3.0,Wood fuel-Standard boiler,282.08762924629696
Multi-family,Owner-occupied,D10,D10,1.0,0.9,0.5,2.6,Electricity-Heat pump,3334.9805830484966
Multi-family,Owner-occupied,D10,D10,1.0,0.9,2.5,3.0,Heating-District heating,7618.88921692611
Multi-family,Owner-occupied,D10,D10,1.0,2.0,2.5,3.0,Electricity-Performance boiler,6086.579040115405
Multi-family,Owner-occupied,D10,D10,1.0,2.0,2.5,3.0,Heating-District heating,1005.4392853986012
Multi-family,Owner-occupied,D10,D10,1.0,2.0,2.5,3.0,Oil fuel-Performance boiler,3191.84609887379
Multi-family,Owner-occupied,D10,D10,1.0,2.0,2.5,4.3,Heating-District heating,25.670567186576204
Multi-family,Owner-occupied,D10,D10,1.0,2.0,2.5,4.3,Natural gas-Standard boiler,1784.4118765943233
Multi-family,Owner-occupied,D10,D10,1.0,2.0,2.5,4.3,Oil fuel-Standard boiler,82.93213082008498
Multi-family,Owner-occupied,D10,D10,1.0,2.0,2.5,4.3,Wood fuel-Standard boiler,15.738985245476645
Multi-family,Owner-occupied,D10,D10,2.5,0.5,0.5,2.6,Electricity-Performance boiler,21557.058700317848
Multi-family,Owner-occupied,D10,D10,2.5,0.5,2.5,3.0,Electricity-Performance boiler,6157.687336163932
Multi-family,Owner-occupied,D10,D10,2.5,0.5,2.5,4.3,Natural gas-Standard boiler,1323.9870557706986
Multi-family,Owner-occupied,D10,D10,2.5,0.5,2.5,4.3,Oil fuel-Standard boiler,99.14736391900459
Multi-family,Owner-occupied,D10,D10,2.5,0.5,2.5,4.3,Wood fuel-Standard boiler,20.04407383485815
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.2,2.6,Heating-District heating,11614.496729332157
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.3,2.6,Natural gas-Performance boiler,73423.0902884507
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.3,2.6,Wood fuel-Performance boiler,528.7503004011986
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.5,2.6,Oil fuel-Performance boiler,8043.991130041687
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.5,3.0,Wood fuel-Standard boiler,390.0531126052918
Multi-family,Owner-occupied,D10,D10,2.5,2.0,0.3,3.0,Heating-District heating,6015.59932790862
Multi-family,Owner-occupied,D10,D10,2.5,2.0,0.5,2.6,Electricity-Performance boiler,17515.838079566744
Multi-family,Owner-occupied,D10,D10,2.5,2.0,0.5,3.0,Oil fuel-Standard boiler,2886.896071133651
Multi-family,Owner-occupied,D10,D10,2.5,2.0,0.5,4.3,Electricity-Performance boiler,540.8942088589188
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,2.6,Heating-District heating,523.4079090257375
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,2.6,Natural gas-Standard boiler,51092.89504531528
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Electricity-Heat pump,603.9595130275984
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Electricity-Performance boiler,25434.86803497715
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Heating-District heating,24085.311238603197
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Natural gas-Performance boiler,32959.9807880904
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,2412.9184385966028
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,4198.7965888479275
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Oil fuel-Standard boiler,177.04886414107975
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Wood fuel-Performance boiler,221.71440084932377
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Wood fuel-Standard boiler,6.68135794495271
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Heating-District heating,295.21152264562784
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,23209.550597632697
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,2496.5488238741546
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,215.98716514112323
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,1251.38863
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,44.23332972988565
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,3.871970241804666
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,2.6,Electricity-Heat pump,1042.5718871214951
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,2.6,Electricity-Performance boiler,3786.2643554477795
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,2.6,Heating-District heating,52.934999845606356
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,2.6,Wood fuel-Standard boiler,3.9838556188995846
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.3,1.3,Natural gas-Standard boiler,1101.3072787619449
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.3,2.6,Oil fuel-Performance boiler,129.877218874737
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.2,2.6,Oil fuel-Standard boiler,5.693542266634453
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.3,1.3,Oil fuel-Performance boiler,63.54208020215628
Multi-family,Owner-occupied,D2,D2,0.2,0.9,0.2,1.3,Electricity-Heat pump,99.97264671028029
Multi-family,Owner-occupied,D2,D2,0.2,2.0,0.2,1.3,Natural gas-Performance boiler,344.5342219396024
Multi-family,Owner-occupied,D2,D2,0.2,2.0,0.2,1.3,Wood fuel-Performance boiler,1.0671041836338164
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.2,1.3,Heating-District heating,36.785338875760345
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.2,2.6,Wood fuel-Performance boiler,12.378408530152283
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.3,1.3,Electricity-Heat pump,385.60878016822426
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.3,2.6,Electricity-Performance boiler,16164.175735739575
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.3,2.6,Heating-District heating,354.23476339854346
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.3,2.6,Natural gas-Performance boiler,4195.787742298453
Multi-family,Owner-occupied,D2,D2,0.4,0.3,2.5,1.3,Heating-District heating,3.5888135488546626
Multi-family,Owner-occupied,D2,D2,0.4,0.5,0.2,1.3,Electricity-Performance boiler,3078.056359428791
Multi-family,Owner-occupied,D2,D2,0.4,0.5,2.5,2.6,Electricity-Heat pump,265.6683288088088
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.3,2.6,Natural gas-Standard boiler,10166.673758031631
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.3,2.6,Wood fuel-Standard boiler,47.62086094191735
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.3,3.0,Oil fuel-Performance boiler,774.3271432285411
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,2.6,Natural gas-Performance boiler,3755.3207254448757
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,2.6,Oil fuel-Performance boiler,206.77477776253633
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,2.6,Wood fuel-Performance boiler,13.658696549232106
Multi-family,Owner-occupied,D2,D2,0.4,0.9,2.5,3.0,Wood fuel-Standard boiler,83.78571595850555
Multi-family,Owner-occupied,D2,D2,0.4,2.0,0.3,2.6,Electricity-Heat pump,543.7898605305304
Multi-family,Owner-occupied,D2,D2,0.4,2.0,0.3,2.6,Electricity-Performance boiler,4821.34168553603
Multi-family,Owner-occupied,D2,D2,0.4,2.0,0.3,2.6,Heating-District heating,54.27414653387302
Multi-family,Owner-occupied,D2,D2,0.4,2.0,2.5,2.6,Electricity-Performance boiler,4273.565614974842
Multi-family,Owner-occupied,D2,D2,0.5,0.3,0.3,2.6,Electricity-Heat pump,1264.000095660661
Multi-family,Owner-occupied,D2,D2,0.5,0.5,2.5,2.6,Electricity-Performance boiler,6242.910080196752
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.2,3.0,Wood fuel-Performance boiler,49.09747678507757
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.3,2.6,Natural gas-Performance boiler,10317.497856523492
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.5,3.0,Heating-District heating,1704.1448095394855
Multi-family,Owner-occupied,D2,D2,0.5,0.9,2.5,2.6,Heating-District heating,858.6001702928613
Multi-family,Owner-occupied,D2,D2,0.5,0.9,2.5,3.0,Natural gas-Standard boiler,15441.467058287948
Multi-family,Owner-occupied,D2,D2,0.5,0.9,2.5,3.0,Oil fuel-Standard boiler,564.6930558953177
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.3,2.6,Oil fuel-Performance boiler,279.8436562847578
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.3,3.0,Electricity-Performance boiler,6740.818834828404
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.3,3.0,Natural gas-Standard boiler,6774.054032693942
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.3,3.0,Wood fuel-Standard boiler,56.11815866379655
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.5,2.6,Electricity-Heat pump,780.7944111234276
Multi-family,Owner-occupied,D2,D2,1.0,0.9,2.5,3.0,Heating-District heating,1515.6922515876715
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,3.0,Electricity-Performance boiler,1159.4846323574675
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,3.0,Heating-District heating,234.0185799933388
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,3.0,Oil fuel-Performance boiler,634.9818539919924
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,4.3,Heating-District heating,8.992884727697012
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,4.3,Natural gas-Standard boiler,390.4348755014363
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,4.3,Oil fuel-Standard boiler,18.95734405802163
Multi-family,Owner-occupied,D2,D2,1.0,2.0,2.5,4.3,Wood fuel-Standard boiler,3.597753433707336
Multi-family,Owner-occupied,D2,D2,2.5,0.5,0.5,2.6,Electricity-Performance boiler,4106.588958610231
Multi-family,Owner-occupied,D2,D2,2.5,0.5,2.5,3.0,Electricity-Performance boiler,1081.8465043909491
Multi-family,Owner-occupied,D2,D2,2.5,0.5,2.5,4.3,Natural gas-Standard boiler,269.7103683745219
Multi-family,Owner-occupied,D2,D2,2.5,0.5,2.5,4.3,Oil fuel-Standard boiler,25.37154101936769
Multi-family,Owner-occupied,D2,D2,2.5,0.5,2.5,4.3,Wood fuel-Standard boiler,5.129224029715826
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.2,2.6,Heating-District heating,2310.573391673695
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.3,2.6,Natural gas-Performance boiler,14320.263099018108
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.3,2.6,Wood fuel-Performance boiler,105.18892065818612
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.5,2.6,Oil fuel-Performance boiler,1600.2614922603073
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.5,3.0,Wood fuel-Standard boiler,89.16171553100813
Multi-family,Owner-occupied,D2,D2,2.5,2.0,0.3,3.0,Heating-District heating,1386.1622480136227
Multi-family,Owner-occupied,D2,D2,2.5,2.0,0.5,2.6,Electricity-Performance boiler,3336.7421900323
Multi-family,Owner-occupied,D2,D2,2.5,2.0,0.5,3.0,Oil fuel-Standard boiler,659.911683674926
Multi-family,Owner-occupied,D2,D2,2.5,2.0,0.5,4.3,Electricity-Performance boiler,95.02991580340137
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,2.6,Heating-District heating,108.70446151274002
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,2.6,Natural gas-Standard boiler,11179.284546177001
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Electricity-Heat pump,137.13270872439384
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Electricity-Performance boiler,4468.661945805649
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Heating-District heating,5442.817686204868
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Natural gas-Performance boiler,7211.746438321561
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,491.53737424777063
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,959.7972556272512
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Oil fuel-Standard boiler,45.30632324887091
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Wood fuel-Performance boiler,50.68139619657304
